5,GS_cluster_11648745684_256036885_3839031483,4,6.0
5,GS_cluster_1342409365_3839031467,3,5.0
5,GS_cluster_3839031475_3839031476_4110471700_4234582615,4,36.0
5,GS_cluster_4854142864_4854142865,2,41.0
5,cluster_1141265322_11869698130_256036890_4227138136_#4more,3,4.0
5,cluster_11644940323_11644940324_3828703845,0,39.0
5,cluster_11648561419_11648561420_2271142975_4854142869,0,39.0
5,cluster_11657899598_353811979_6712514804,3,6.0
5,cluster_1507433914_2954854770_2954854771_2954854772_#9more,1,4.0
5,cluster_2271368471_4779869278,0,35.0
5,cluster_356722183_3828703848,0,25.0
5,cluster_4110471701_632031939,3,5.0
5,cluster_632025881_6712514801_6712514802_6712514803,6,6.0
6,632031937,1,5.0
6,GS_10852700972,3,6.0
6,GS_11644940310,1,6.0
6,GS_cluster_11644940326_11644940327_11648561426,5,6.0
6,GS_cluster_11648745684_256036885_3839031483,4,6.0
6,GS_cluster_1342409365_3839031467,0,40.0
6,GS_cluster_3839031475_3839031476_4110471700_4234582615,1,4.0
6,GS_cluster_4854142864_4854142865,3,4.0
6,cluster_1141265322_11869698130_256036890_4227138136_#4more,2,6.0
6,cluster_11644940323_11644940324_3828703845,2,39.0
6,cluster_11648561419_11648561420_2271142975_4854142869,1,6.0
6,cluster_11657899598_353811979_6712514804,1,6.0
6,cluster_1507433914_2954854770_2954854771_2954854772_#9more,5,6.0
6,cluster_2271368471_4779869278,4,34.0
6,cluster_356722183_3828703848,1,5.0
6,cluster_4110471701_632031939,0,40.0
6,cluster_632025881_6712514801_6712514802_6712514803,3,4.0
7,632031937,3,5.0
7,GS_10852700972,2,39.0
7,GS_11644940310,2,39.0
7,GS_cluster_11644940326_11644940327_11648561426,4,24.0
7,GS_cluster_11648745684_256036885_3839031483,4,6.0
7,GS_cluster_1342409365_3839031467,2,40.0
7,GS_cluster_3839031475_3839031476_4110471700_4234582615,1,4.0
7,GS_cluster_4854142864_4854142865,0,41.0
7,cluster_1141265322_11869698130_256036890_4227138136_#4more,3,4.0
7,cluster_11644940323_11644940324_3828703845,0,39.0
7,cluster_11648561419_11648561420_2271142975_4854142869,0,39.0
7,cluster_11657899598_353811979_6712514804,2,39.0
7,cluster_1507433914_2954854770_2954854771_2954854772_#9more,4,4.0
7,cluster_2271368471_4779869278,2,6.0
7,cluster_356722183_3828703848,1,5.0
7,cluster_4110471701_632031939,1,5.0
7,cluster_632025881_6712514801_6712514802_6712514803,3,4.0
8,632031937,3,5.0
8,GS_10852700972,0,39.0
8,GS_11644940310,3,6.0
8,GS_cluster_11644940326_11644940327_11648561426,4,24.0
8,GS_cluster_11648745684_256036885_3839031483,3,5.0
8,GS_cluster_1342409365_3839031467,0,40.0
8,GS_cluster_3839031475_3839031476_4110471700_4234582615,4,36.0
8,GS_cluster_4854142864_4854142865,2,41.0
8,cluster_1141265322_11869698130_256036890_4227138136_#4more,0,36.0
8,cluster_11644940323_11644940324_3828703845,0,39.0
8,cluster_11648561419_11648561420_2271142975_4854142869,3,6.0
8,cluster_11657899598_353811979_6712514804,0,39.0
8,cluster_1507433914_2954854770_2954854771_2954854772_#9more,1,4.0
8,cluster_2271368471_4779869278,1,5.0
8,cluster_356722183_3828703848,0,25.0
8,cluster_4110471701_632031939,1,5.0
8,cluster_632025881_6712514801_6712514802_6712514803,7,4.0
9,632031937,0,40.0
9,GS_10852700972,2,39.0
9,GS_11644940310,2,39.0
9,GS_cluster_11644940326_11644940327_11648561426,5,6.0
9,GS_cluster_11648745684_256036885_3839031483,1,5.0
9,GS_cluster_1342409365_3839031467,1,5.0
9,GS_cluster_3839031475_3839031476_4110471700_4234582615,0,36.0
9,GS_cluster_4854142864_4854142865,2,41.0
9,cluster_1141265322_11869698130_256036890_4227138136_#4more,3,4.0
9,cluster_11644940323_11644940324_3828703845,2,39.0
9,cluster_11648561419_11648561420_2271142975_4854142869,2,39.0
9,cluster_11657899598_353811979_6712514804,2,39.0
9,cluster_1507433914_2954854770_2954854771_2954854772_#9more,6,4.0
9,cluster_2271368471_4779869278,4,34.0
9,cluster_356722183_3828703848,5,5.0
9,cluster_4110471701_632031939,3,5.0
9,cluster_632025881_6712514801_6712514802_6712514803,7,4.0
10,632031937,3,5.0
10,GS_10852700972,2,39.0
10,GS_11644940310,0,39.0
10,GS_cluster_11644940326_11644940327_11648561426,5,6.0
10,GS_cluster_11648745684_256036885_3839031483,0,35.0
10,GS_cluster_1342409365_3839031467,1,5.0
10,GS_cluster_3839031475_3839031476_4110471700_4234582615,1,4.0
10,GS_cluster_4854142864_4854142865,3,4.0
10,cluster_1141265322_11869698130_256036890_4227138136_#4more,3,4.0
10,cluster_11644940323_11644940324_3828703845,2,39.0
10,cluster_11648561419_11648561420_2271142975_4854142869,0,39.0
10,cluster_11657899598_353811979_6712514804,0,39.0
10,cluster_1507433914_2954854770_2954854771_2954854772_#9more,5,6.0
10,cluster_2271368471_4779869278,5,5.0
10,cluster_356722183_3828703848,5,5.0
10,cluster_4110471701_632031939,3,5.0
10,cluster_632025881_6712514801_6712514802_6712514803,6,6.0
11,632031937,3,5.0
11,GS_10852700972,0,39.0
11,GS_11644940310,0,39.0
11,GS_cluster_11644940326_11644940327_11648561426,2,24.0
11,GS_cluster_11648745684_256036885_3839031483,0,35.0
11,GS_cluster_1342409365_3839031467,3,5.0
11,GS_cluster_3839031475_3839031476_4110471700_4234582615,4,36.0
11,GS_cluster_4854142864_4854142865,3,4.0
11,cluster_1141265322_11869698130_256036890_4227138136_#4more,3,4.0
11,cluster_11644940323_11644940324_3828703845,0,39.0
11,cluster_11648561419_11648561420_2271142975_4854142869,2,39.0
11,cluster_11657899598_353811979_6712514804,2,39.0
11,cluster_1507433914_2954854770_2954854771_2954854772_#9more,3,34.0
11,cluster_2271368471_4779869278,3,5.0
11,cluster_356722183_3828703848,2,25.0
11,cluster_4110471701_632031939,3,5.0
11,cluster_632025881_6712514801_6712514802_6712514803,7,4.0
12,632031937,0,40.0
12,GS_10852700972,0,39.0
12,GS_11644940310,3,6.0
12,GS_cluster_11644940326_11644940327_11648561426,2,24.0
12,GS_cluster_11648745684_256036885_3839031483,5,5.0
12,GS_cluster_1342409365_3839031467,0,40.0
12,GS_cluster_3839031475_3839031476_4110471700_4234582615,2,6.0
12,GS_cluster_4854142864_4854142865,3,4.0
12,cluster_1141265322_11869698130_256036890_4227138136_#4more,5,4.0
12,cluster_11644940323_11644940324_3828703845,3,6.0
12,cluster_11648561419_11648561420_2271142975_4854142869,1,6.0
12,cluster_11657899598_353811979_6712514804,1,6.0
12,cluster_1507433914_2954854770_2954854771_2954854772_#9more,4,4.0
12,cluster_2271368471_4779869278,1,5.0
12,cluster_356722183_3828703848,1,5.0
12,cluster_4110471701_632031939,1,5.0
12,cluster_632025881_6712514801_6712514802_6712514803,4,31.0
13,632031937,2,40.0
13,GS_10852700972,0,39.0
13,GS_11644940310,1,6.0
13,GS_cluster_11644940326_11644940327_11648561426,3,6.0
13,GS_cluster_11648745684_256036885_3839031483,1,5.0
13,GS_cluster_1342409365_3839031467,3,5.0
13,GS_cluster_3839031475_3839031476_4110471700_4234582615,4,36.0
13,GS_cluster_4854142864_4854142865,2,41.0
13,cluster_1141265322_11869698130_256036890_4227138136_#4more,4,36.0
13,cluster_11644940323_11644940324_3828703845,1,6.0
13,cluster_11648561419_11648561420_2271142975_4854142869,2,39.0
13,cluster_11657899598_353811979_6712514804,1,6.0
13,cluster_1507433914_2954854770_2954854771_2954854772_#9more,1,4.0
13,cluster_2271368471_4779869278,4,34.0
13,cluster_356722183_3828703848,0,25.0
13,cluster_4110471701_632031939,1,5.0
13,cluster_632025881_6712514801_6712514802_6712514803,3,4.0
14,632031937,0,40.0
14,GS_10852700972,3,6.0
14,GS_11644940310,2,39.0
14,GS_cluster_11644940326_11644940327_11648561426,4,24.0
14,GS_cluster_11648745684_256036885_3839031483,5,5.0
14,GS_cluster_1342409365_3839031467,2,40.0
14,GS_cluster_3839031475_3839031476_4110471700_4234582615,0,36.0
14,GS_cluster_4854142864_4854142865,1,4.0
14,cluster_1141265322_11869698130_256036890_4227138136_#4more,3,4.0
14,cluster_11644940323_11644940324_3828703845,3,6.0
14,cluster_11648561419_11648561420_2271142975_4854142869,0,39.0
14,cluster_11657899598_353811979_6712514804,0,39.0
14,cluster_1507433914_2954854770_2954854771_2954854772_#9more,6,4.0
14,cluster_2271368471_4779869278,4,34.0
14,cluster_356722183_3828703848,4,25.0
14,cluster_4110471701_632031939,2,40.0
14,cluster_632025881_6712514801_6712514802_6712514803,4,31.0
15,632031937,0,40.0
15,GS_10852700972,0,39.0
15,GS_11644940310,1,6.0
15,GS_cluster_11644940326_11644940327_11648561426,4,24.0
15,GS_cluster_11648745684_256036885_3839031483,5,5.0
15,GS_cluster_1342409365_3839031467,3,5.0
15,GS_cluster_3839031475_3839031476_4110471700_4234582615,4,36.0
15,GS_cluster_4854142864_4854142865,3,4.0
15,cluster_1141265322_11869698130_256036890_4227138136_#4more,1,4.0
15,cluster_11644940323_11644940324_3828703845,0,39.0
15,cluster_11648561419_11648561420_2271142975_4854142869,0,39.0
15,cluster_11657899598_353811979_6712514804,0,39.0
15,cluster_1507433914_2954854770_2954854771_2954854772_#9more,6,4.0
15,cluster_2271368471_4779869278,5,5.0
15,cluster_356722183_3828703848,1,5.0
15,cluster_4110471701_632031939,1,5.0
15,cluster_632025881_6712514801_6712514802_6712514803,3,4.0
16,632031937,3,5.0
16,GS_10852700972,0,39.0
16,GS_11644940310,2,39.0
16,GS_cluster_11644940326_11644940327_11648561426,1,6.0
16,GS_cluster_11648745684_256036885_3839031483,4,6.0
16,GS_cluster_1342409365_3839031467,0,40.0
16,GS_cluster_3839031475_3839031476_4110471700_4234582615,1,4.0
16,GS_cluster_4854142864_4854142865,1,4.0
16,cluster_1141265322_11869698130_256036890_4227138136_#4more,0,36.0
16,cluster_11644940323_11644940324_3828703845,2,39.0
16,cluster_11648561419_11648561420_2271142975_4854142869,0,39.0
16,cluster_11657899598_353811979_6712514804,2,39.0
16,cluster_1507433914_2954854770_2954854771_2954854772_#9more,5,6.0
16,cluster_2271368471_4779869278,3,5.0
16,cluster_356722183_3828703848,0,25.0
16,cluster_4110471701_632031939,2,40.0
16,cluster_632025881_6712514801_6712514802_6712514803,2,6.0
17,632031937,1,5.0
17,GS_10852700972,1,6.0
17,GS_11644940310,2,39.0
17,GS_cluster_11644940326_11644940327_11648561426,2,24.0
17,GS_cluster_11648745684_256036885_3839031483,4,6.0
17,GS_cluster_1342409365_3839031467,1,5.0
17,GS_cluster_3839031475_3839031476_4110471700_4234582615,4,36.0
17,GS_cluster_4854142864_4854142865,2,41.0
17,cluster_1141265322_11869698130_256036890_4227138136_#4more,0,36.0
17,cluster_11644940323_11644940324_3828703845,2,39.0
17,cluster_11648561419_11648561420_2271142975_4854142869,0,39.0
17,cluster_11657899598_353811979_6712514804,0,39.0
17,cluster_1507433914_2954854770_2954854771_2954854772_#9more,7,1.0
17,cluster_2271368471_4779869278,5,5.0
17,cluster_356722183_3828703848,4,25.0
17,cluster_4110471701_632031939,2,40.0
17,cluster_632025881_6712514801_6712514802_6712514803,7,4.0
18,632031937,2,40.0
18,GS_10852700972,3,6.0
18,GS_11644940310,1,6.0
18,GS_cluster_11644940326_11644940327_11648561426,2,24.0
18,GS_cluster_11648745684_256036885_3839031483,0,35.0
18,GS_cluster_1342409365_3839031467,2,40.0
18,GS_cluster_3839031475_3839031476_4110471700_4234582615,2,6.0
18,GS_cluster_4854142864_4854142865,2,41.0
18,cluster_1141265322_11869698130_256036890_4227138136_#4more,3,4.0
18,cluster_11644940323_11644940324_3828703845,0,39.0
18,cluster_11648561419_11648561420_2271142975_4854142869,0,39.0
18,cluster_11657899598_353811979_6712514804,2,39.0
18,cluster_1507433914_2954854770_2954854771_2954854772_#9more,4,4.0
18,cluster_2271368471_4779869278,0,35.0
18,cluster_356722183_3828703848,5,5.0
18,cluster_4110471701_632031939,3,5.0
18,cluster_632025881_6712514801_6712514802_6712514803,0,31.0
19,632031937,3,5.0
19,GS_10852700972,3,6.0
19,GS_11644940310,2,39.0
19,GS_cluster_11644940326_11644940327_11648561426,2,24.0
19,GS_cluster_11648745684_256036885_3839031483,5,5.0
19,GS_cluster_1342409365_3839031467,3,5.0
19,GS_cluster_3839031475_3839031476_4110471700_4234582615,3,4.0
19,GS_cluster_4854142864_4854142865,0,41.0
19,cluster_1141265322_11869698130_256036890_4227138136_#4more,4,36.0
19,cluster_11644940323_11644940324_3828703845,0,39.0
19,cluster_11648561419_11648561420_2271142975_4854142869,0,39.0
19,cluster_11657899598_353811979_6712514804,2,39.0
19,cluster_1507433914_2954854770_2954854771_2954854772_#9more,6,4.0
19,cluster_2271368471_4779869278,1,5.0
19,cluster_356722183_3828703848,1,5.0
19,cluster_4110471701_632031939,0,40.0
19,cluster_632025881_6712514801_6712514802_6712514803,3,4.0
20,632031937,1,5.0
20,GS_10852700972,1,6.0
20,GS_11644940310,3,6.0
20,GS_cluster_11644940326_11644940327_11648561426,5,6.0
20,GS_cluster_11648745684_256036885_3839031483,4,6.0
20,GS_cluster_1342409365_3839031467,3,5.0
20,GS_cluster_3839031475_3839031476_4110471700_4234582615,0,36.0
20,GS_cluster_4854142864_4854142865,0,41.0
20,cluster_1141265322_11869698130_256036890_4227138136_#4more,2,6.0
20,cluster_11644940323_11644940324_3828703845,1,6.0
20,cluster_11648561419_11648561420_2271142975_4854142869,1,6.0
20,cluster_11657899598_353811979_6712514804,3,6.0
20,cluster_1507433914_2954854770_2954854771_2954854772_#9more,3,34.0
20,cluster_2271368471_4779869278,4,34.0
20,cluster_356722183_3828703848,0,25.0
20,cluster_4110471701_632031939,0,40.0
20,cluster_632025881_6712514801_6712514802_6712514803,2,6.0
21,632031937,0,40.0
21,GS_10852700972,3,6.0
21,GS_11644940310,0,39.0
21,GS_cluster_11644940326_11644940327_11648561426,3,6.0
21,GS_cluster_11648745684_256036885_3839031483,4,6.0
21,GS_cluster_1342409365_3839031467,2,40.0
21,GS_cluster_3839031475_3839031476_4110471700_4234582615,4,36.0
21,GS_cluster_4854142864_4854142865,0,41.0
21,cluster_1141265322_11869698130_256036890_4227138136_#4more,0,36.0
21,cluster_11644940323_11644940324_3828703845,0,39.0
21,cluster_11648561419_11648561420_2271142975_4854142869,2,39.0
21,cluster_11657899598_353811979_6712514804,3,6.0
21,cluster_1507433914_2954854770_2954854771_2954854772_#9more,7,1.0
21,cluster_2271368471_4779869278,0,35.0
21,cluster_356722183_3828703848,1,5.0
21,cluster_4110471701_632031939,3,5.0
21,cluster_632025881_6712514801_6712514802_6712514803,3,4.0
22,632031937,2,40.0
22,GS_10852700972,0,39.0
22,GS_11644940310,2,39.0
22,GS_cluster_11644940326_11644940327_11648561426,3,6.0
22,GS_cluster_11648745684_256036885_3839031483,2,34.0
22,GS_cluster_1342409365_3839031467,0,40.0
22,GS_cluster_3839031475_3839031476_4110471700_4234582615,4,36.0
22,GS_cluster_4854142864_4854142865,1,4.0
22,cluster_1141265322_11869698130_256036890_4227138136_#4more,3,4.0
22,cluster_11644940323_11644940324_3828703845,2,39.0
22,cluster_11648561419_11648561420_2271142975_4854142869,0,39.0
22,cluster_11657899598_353811979_6712514804,3,6.0
22,cluster_1507433914_2954854770_2954854771_2954854772_#9more,6,4.0
22,cluster_2271368471_4779869278,3,5.0
22,cluster_356722183_3828703848,1,5.0
22,cluster_4110471701_632031939,3,5.0
22,cluster_632025881_6712514801_6712514802_6712514803,7,4.0
23,632031937,2,40.0
23,GS_10852700972,2,39.0
23,GS_11644940310,3,6.0
23,GS_cluster_11644940326_11644940327_11648561426,5,6.0
23,GS_cluster_11648745684_256036885_3839031483,2,34.0
23,GS_cluster_1342409365_3839031467,2,40.0
23,GS_cluster_3839031475_3839031476_4110471700_4234582615,2,6.0
23,GS_cluster_4854142864_4854142865,3,4.0
23,cluster_1141265322_11869698130_256036890_4227138136_#4more,1,4.0
23,cluster_11644940323_11644940324_3828703845,0,39.0
23,cluster_11648561419_11648561420_2271142975_4854142869,2,39.0
23,cluster_11657899598_353811979_6712514804,2,39.0
23,cluster_1507433914_2954854770_2954854771_2954854772_#9more,3,34.0
23,cluster_2271368471_4779869278,4,34.0
23,cluster_356722183_3828703848,0,25.0
23,cluster_4110471701_632031939,0,40.0
23,cluster_632025881_6712514801_6712514802_6712514803,2,6.0
24,632031937,0,40.0
24,GS_10852700972,0,39.0
24,GS_11644940310,2,39.0
24,GS_cluster_11644940326_11644940327_11648561426,0,24.0
24,GS_cluster_11648745684_256036885_3839031483,4,6.0
24,GS_cluster_1342409365_3839031467,2,40.0
24,GS_cluster_3839031475_3839031476_4110471700_4234582615,5,4.0
24,GS_cluster_4854142864_4854142865,2,41.0
24,cluster_1141265322_11869698130_256036890_4227138136_#4more,0,36.0
24,cluster_11644940323_11644940324_3828703845,3,6.0
24,cluster_11648561419_11648561420_2271142975_4854142869,2,39.0
24,cluster_11657899598_353811979_6712514804,2,39.0
24,cluster_1507433914_2954854770_2954854771_2954854772_#9more,2,2.0
24,cluster_2271368471_4779869278,5,5.0
24,cluster_356722183_3828703848,5,5.0
24,cluster_4110471701_632031939,3,5.0
24,cluster_632025881_6712514801_6712514802_6712514803,4,31.0
25,632031937,1,5.0
25,GS_10852700972,2,39.0
25,GS_11644940310,3,6.0
25,GS_cluster_11644940326_11644940327_11648561426,5,6.0
25,GS_cluster_11648745684_256036885_3839031483,2,34.0
25,GS_cluster_1342409365_3839031467,0,40.0
25,GS_cluster_3839031475_3839031476_4110471700_4234582615,5,4.0
25,GS_cluster_4854142864_4854142865,0,41.0
25,cluster_1141265322_11869698130_256036890_4227138136_#4more,0,36.0
25,cluster_11644940323_11644940324_3828703845,3,6.0
25,cluster_11648561419_11648561420_2271142975_4854142869,3,6.0
25,cluster_11657899598_353811979_6712514804,1,6.0
25,cluster_1507433914_2954854770_2954854771_2954854772_#9more,4,4.0
25,cluster_2271368471_4779869278,0,35.0
25,cluster_356722183_3828703848,1,5.0
25,cluster_4110471701_632031939,0,40.0
25,cluster_632025881_6712514801_6712514802_6712514803,0,31.0
26,632031937,0,40.0
26,GS_10852700972,0,39.0
26,GS_11644940310,1,6.0
26,GS_cluster_11644940326_11644940327_11648561426,0,24.0
26,GS_cluster_11648745684_256036885_3839031483,2,34.0
26,GS_cluster_1342409365_3839031467,1,5.0
26,GS_cluster_3839031475_3839031476_4110471700_4234582615,4,36.0
26,GS_cluster_4854142864_4854142865,0,41.0
26,cluster_1141265322_11869698130_256036890_4227138136_#4more,1,4.0
26,cluster_11644940323_11644940324_3828703845,1,6.0
26,cluster_11648561419_11648561420_2271142975_4854142869,1,6.0
26,cluster_11657899598_353811979_6712514804,1,6.0
26,cluster_1507433914_2954854770_2954854771_2954854772_#9more,6,4.0
26,cluster_2271368471_4779869278,1,5.0
26,cluster_356722183_3828703848,3,5.0
26,cluster_4110471701_632031939,0,40.0
26,cluster_632025881_6712514801_6712514802_6712514803,1,4.0
27,632031937,0,40.0
27,GS_10852700972,1,6.0
27,GS_11644940310,2,39.0
27,GS_cluster_11644940326_11644940327_11648561426,0,24.0
27,GS_cluster_11648745684_256036885_3839031483,1,5.0
27,GS_cluster_1342409365_3839031467,0,40.0
27,GS_cluster_3839031475_3839031476_4110471700_4234582615,1,4.0
27,GS_cluster_4854142864_4854142865,1,4.0
27,cluster_1141265322_11869698130_256036890_4227138136_#4more,0,36.0
27,cluster_11644940323_11644940324_3828703845,0,39.0
27,cluster_11648561419_11648561420_2271142975_4854142869,1,6.0
27,cluster_11657899598_353811979_6712514804,2,39.0
27,cluster_1507433914_2954854770_2954854771_2954854772_#9more,0,35.0
27,cluster_2271368471_4779869278,0,35.0
27,cluster_356722183_3828703848,3,5.0
27,cluster_4110471701_632031939,0,40.0
27,cluster_632025881_6712514801_6712514802_6712514803,4,31.0
28,632031937,2,40.0
28,GS_10852700972,2,39.0
28,GS_11644940310,2,39.0
28,GS_cluster_11644940326_11644940327_11648561426,0,24.0
28,GS_cluster_11648745684_256036885_3839031483,5,5.0
28,GS_cluster_1342409365_3839031467,0,40.0
28,GS_cluster_3839031475_3839031476_4110471700_4234582615,1,4.0
28,GS_cluster_4854142864_4854142865,1,4.0
28,cluster_1141265322_11869698130_256036890_4227138136_#4more,4,36.0
28,cluster_11644940323_11644940324_3828703845,3,6.0
28,cluster_11648561419_11648561420_2271142975_4854142869,0,39.0
28,cluster_11657899598_353811979_6712514804,1,6.0
28,cluster_1507433914_2954854770_2954854771_2954854772_#9more,3,34.0
28,cluster_2271368471_4779869278,0,35.0
28,cluster_356722183_3828703848,5,5.0
28,cluster_4110471701_632031939,1,5.0
28,cluster_632025881_6712514801_6712514802_6712514803,4,31.0
29,632031937,3,5.0
29,GS_10852700972,0,39.0
29,GS_11644940310,1,6.0
29,GS_cluster_11644940326_11644940327_11648561426,0,24.0
29,GS_cluster_11648745684_256036885_3839031483,4,6.0
29,GS_cluster_1342409365_3839031467,1,5.0
29,GS_cluster_3839031475_3839031476_4110471700_4234582615,2,6.0
29,GS_cluster_4854142864_4854142865,2,41.0
29,cluster_1141265322_11869698130_256036890_4227138136_#4more,1,4.0
29,cluster_11644940323_11644940324_3828703845,1,6.0
29,cluster_11648561419_11648561420_2271142975_4854142869,1,6.0
29,cluster_11657899598_353811979_6712514804,2,39.0
29,cluster_1507433914_2954854770_2954854771_2954854772_#9more,1,4.0
29,cluster_2271368471_4779869278,1,5.0
29,cluster_356722183_3828703848,3,5.0
29,cluster_4110471701_632031939,0,40.0
29,cluster_632025881_6712514801_6712514802_6712514803,3,4.0
30,632031937,2,40.0
30,GS_10852700972,1,6.0
30,GS_11644940310,0,39.0
30,GS_cluster_11644940326_11644940327_11648561426,5,6.0
30,GS_cluster_11648745684_256036885_3839031483,4,6.0
30,GS_cluster_1342409365_3839031467,1,5.0
30,GS_cluster_3839031475_3839031476_4110471700_4234582615,2,6.0
30,GS_cluster_4854142864_4854142865,1,4.0
30,cluster_1141265322_11869698130_256036890_4227138136_#4more,0,36.0
30,cluster_11644940323_11644940324_3828703845,1,6.0
30,cluster_11648561419_11648561420_2271142975_4854142869,2,39.0
30,cluster_11657899598_353811979_6712514804,3,6.0
30,cluster_1507433914_2954854770_2954854771_2954854772_#9more,7,1.0
30,cluster_2271368471_4779869278,5,5.0
30,cluster_356722183_3828703848,3,5.0
30,cluster_4110471701_632031939,2,40.0
30,cluster_632025881_6712514801_6712514802_6712514803,5,4.0
31,632031937,2,40.0
31,GS_10852700972,2,39.0
31,GS_11644940310,2,39.0
31,GS_cluster_11644940326_11644940327_11648561426,3,6.0
31,GS_cluster_11648745684_256036885_3839031483,4,6.0
31,GS_cluster_1342409365_3839031467,1,5.0
31,GS_cluster_3839031475_3839031476_4110471700_4234582615,3,4.0
31,GS_cluster_4854142864_4854142865,1,4.0
31,cluster_1141265322_11869698130_256036890_4227138136_#4more,3,4.0
31,cluster_11644940323_11644940324_3828703845,1,6.0
31,cluster_11648561419_11648561420_2271142975_4854142869,2,39.0
31,cluster_11657899598_353811979_6712514804,0,39.0
31,cluster_1507433914_2954854770_2954854771_2954854772_#9more,3,34.0
31,cluster_2271368471_4779869278,4,34.0
31,cluster_356722183_3828703848,5,5.0
31,cluster_4110471701_632031939,1,5.0
31,cluster_632025881_6712514801_6712514802_6712514803,3,4.0
32,632031937,2,40.0
32,GS_10852700972,1,6.0
32,GS_11644940310,3,6.0
32,GS_cluster_11644940326_11644940327_11648561426,4,24.0
32,GS_cluster_11648745684_256036885_3839031483,3,5.0
32,GS_cluster_1342409365_3839031467,2,40.0
32,GS_cluster_3839031475_3839031476_4110471700_4234582615,5,4.0
32,GS_cluster_4854142864_4854142865,2,41.0
32,cluster_1141265322_11869698130_256036890_4227138136_#4more,4,36.0
32,cluster_11644940323_11644940324_3828703845,1,6.0
32,cluster_11648561419_11648561420_2271142975_4854142869,1,6.0
32,cluster_11657899598_353811979_6712514804,1,6.0
32,cluster_1507433914_2954854770_2954854771_2954854772_#9more,6,4.0
32,cluster_2271368471_4779869278,4,34.0
32,cluster_356722183_3828703848,0,25.0
