Origin,Destination,Distance_m,Duration_s
isahakyan_2,isahakyan_3,255,56
isahakyan_2,teryan_2,204,58
abovyan_3,teryan_2-,1094,239
abovyan_3,abovyan_4,228,47
abovyan_3,moskovyan_4,213,40
abovyan_3,abovyan_2-,144,34
abovyan_3,koryun_2-,1165,269
abovyan_3,teryan_2,1094,239
abovyan_3,teryan_1-,1572,232
abovyan_3,teryan_3,1042,224
abovyan_3,isahakyan_3,1145,237
abovyan_3,teryan_2,1094,239
abovyan_3,teryan_2-,1094,239
abovyan_3,abovyan_4,228,47
abovyan_3,moskovyan_4,213,40
abovyan_3,abovyan_2-,144,34
abovyan_3,koryun_2-,1165,269
abovyan_3,teryan_2,1094,239
abovyan_3,teryan_1-,1572,232
abovyan_3,teryan_3,1042,224
abovyan_3,isahakyan_3,1145,237
abovyan_3,teryan_2,1094,239
abovyan_3-,teryan_2-,1092,239
abovyan_3-,abovyan_4,226,47
abovyan_3-,moskovyan_4,211,40
abovyan_3-,abovyan_2-,146,35
abovyan_3-,koryun_2-,1167,270
abovyan_3-,teryan_2,1092,239
abovyan_3-,teryan_1-,1574,233
abovyan_3-,teryan_3,1040,223
abovyan_3-,isahakyan_3,1143,237
abovyan_3-,teryan_2,1092,239
koryun_3-,teryan_2-,233,73
koryun_3-,abovyan_4,817,190
koryun_3-,moskovyan_4,802,184
koryun_3-,abovyan_2-,445,108
koryun_3-,koryun_2-,227,56
koryun_3-,teryan_2,233,73
koryun_3-,teryan_1-,373,77
koryun_3-,teryan_3,389,121
koryun_3-,isahakyan_3,492,141
koryun_3-,teryan_2,233,73
koryun_3-,teryan_2-,233,73
koryun_3-,abovyan_4,817,190
koryun_3-,moskovyan_4,802,184
koryun_3-,abovyan_2-,445,108
koryun_3-,koryun_2-,227,56
koryun_3-,teryan_2,233,73
koryun_3-,teryan_1-,373,77
koryun_3-,teryan_3,389,121
koryun_3-,isahakyan_3,492,141
koryun_3-,teryan_2,233,73
koryun_3-,teryan_2-,233,73
koryun_3-,abovyan_4,817,190
koryun_3-,moskovyan_4,802,184
koryun_3-,abovyan_2-,445,108
koryun_3-,koryun_2-,227,56
koryun_3-,teryan_2,233,73
koryun_3-,teryan_1-,373,77
koryun_3-,teryan_3,389,121
koryun_3-,isahakyan_3,492,141
koryun_3-,teryan_2,233,73
teryan_2,teryan_2-,0,0
teryan_2,abovyan_4,586,140
teryan_2,moskovyan_4,572,132
teryan_2,abovyan_2-,403,117
teryan_2,koryun_2-,186,65
teryan_2,teryan_2,0,0
teryan_2,teryan_1-,332,79
teryan_2,teryan_3,153,46
teryan_2,isahakyan_3,256,67
teryan_2,teryan_2,0,0
teryan_2,teryan_2-,0,0
teryan_2,abovyan_4,586,140
teryan_2,moskovyan_4,572,132
teryan_2,abovyan_2-,403,117
teryan_2,koryun_2-,186,65
teryan_2,teryan_2,0,0
teryan_2,teryan_1-,332,79
teryan_2,teryan_3,153,46
teryan_2,isahakyan_3,256,67
teryan_2,teryan_2,0,0
teryan_1,teryan_2-,332,76
teryan_1,abovyan_4,916,206
teryan_1,moskovyan_4,907,209
teryan_1,abovyan_2-,544,123
teryan_1,koryun_2-,326,72
teryan_1,teryan_2,332,76
teryan_1,teryan_1-,0,0
teryan_1,teryan_3,488,124
teryan_1,isahakyan_3,591,144
teryan_1,teryan_2,332,76
teryan_1,koryun_3,372,62
teryan_1,koryun_2-,326,72
teryan_1,teryan_1-,0,0
teryan_1,koryun_2-,326,72
teryan_1,koryun_3,372,62
teryan_1,teryan_1-,0,0
teryan_1,teryan_2,332,76
teryan_1,koryun_1-,534,120
teryan_1,abovyan_2,544,123
teryan_1,abovyan_1-,724,142
teryan_1,koryun_3,372,62
teryan_1,koryun_2-,326,72
teryan_1,teryan_1-,0,0
teryan_1,koryun_2-,326,72
teryan_1,koryun_3,372,62
teryan_1,teryan_1-,0,0
teryan_1,teryan_2,332,76
teryan_1,koryun_1-,534,120
teryan_1,abovyan_2,544,123
teryan_1,abovyan_1-,724,142
teryan_2-,koryun_3,671,207
teryan_2-,koryun_2-,186,65
teryan_2-,teryan_1-,332,79
teryan_2-,koryun_2-,186,65
teryan_2-,koryun_3,671,207
teryan_2-,teryan_1-,332,79
teryan_2-,teryan_2,0,0
teryan_2-,koryun_1-,394,114
teryan_2-,abovyan_2,404,117
teryan_2-,abovyan_1-,583,136
teryan_2-,koryun_3,671,207
teryan_2-,koryun_2-,186,65
teryan_2-,teryan_1-,332,79
teryan_2-,koryun_2-,186,65
teryan_2-,koryun_3,671,207
teryan_2-,teryan_1-,332,79
teryan_2-,teryan_2,0,0
teryan_2-,koryun_1-,394,114
teryan_2-,abovyan_2,404,117
teryan_2-,abovyan_1-,583,136
koryun_2,koryun_3,238,60
koryun_2,koryun_2-,192,61
koryun_2,teryan_1-,316,81
koryun_2,koryun_2-,192,61
koryun_2,koryun_3,238,60
koryun_2,teryan_1-,316,81
koryun_2,teryan_2,198,66
koryun_2,koryun_1-,400,110
koryun_2,abovyan_2,410,113
koryun_2,abovyan_1-,590,132
koryun_2,koryun_3,238,60
koryun_2,koryun_2-,192,61
koryun_2,teryan_1-,316,81
koryun_2,koryun_2-,192,61
koryun_2,koryun_3,238,60
koryun_2,teryan_1-,316,81
koryun_2,teryan_2,198,66
koryun_2,koryun_1-,400,110
koryun_2,abovyan_2,410,113
koryun_2,abovyan_1-,590,132
koryun_2,koryun_3,238,60
koryun_2,koryun_2-,192,61
koryun_2,teryan_1-,316,81
koryun_2,koryun_2-,192,61
koryun_2,koryun_3,238,60
koryun_2,teryan_1-,316,81
koryun_2,teryan_2,198,66
koryun_2,koryun_1-,400,110
koryun_2,abovyan_2,410,113
koryun_2,abovyan_1-,590,132
koryun_2-,koryun_3,485,141
koryun_2-,koryun_2-,0,0
koryun_2-,teryan_1-,563,162
koryun_2-,koryun_2-,0,0
koryun_2-,koryun_3,485,141
koryun_2-,teryan_1-,563,162
koryun_2-,teryan_2,619,157
koryun_2-,koryun_1-,208,49
koryun_2-,abovyan_2,218,52
koryun_2-,abovyan_1-,398,70
koryun_2-,koryun_3,485,141
koryun_2-,koryun_2-,0,0
koryun_2-,teryan_1-,563,162
koryun_2-,koryun_2-,0,0
koryun_2-,koryun_3,485,141
koryun_2-,teryan_1-,563,162
koryun_2-,teryan_2,619,157
koryun_2-,koryun_1-,208,49
koryun_2-,abovyan_2,218,52
koryun_2-,abovyan_1-,398,70
koryun_2-,koryun_3,485,141
koryun_2-,koryun_2-,0,0
koryun_2-,teryan_1-,563,162
koryun_2-,koryun_2-,0,0
koryun_2-,koryun_3,485,141
koryun_2-,teryan_1-,563,162
koryun_2-,teryan_2,619,157
koryun_2-,koryun_1-,208,49
koryun_2-,abovyan_2,218,52
koryun_2-,abovyan_1-,398,70
abovyan_1,abovyan_2,389,62
abovyan_1,koryun_2,369,65
abovyan_1,koryun_1-,379,77
abovyan_1,abovyan_3,532,97
abovyan_1,isahakyan_2,586,109
abovyan_1,abovyan_1-,568,110
abovyan_1,koryun_1-,379,77
abovyan_1,isahakyan_2,586,109
abovyan_1,abovyan_2-,388,62
abovyan_1,abovyan_3,532,97
abovyan_1,abovyan_2,389,62
abovyan_1,koryun_2,369,65
abovyan_1,koryun_1-,379,77
abovyan_1,abovyan_3,532,97
abovyan_1,isahakyan_2,586,109
abovyan_1,abovyan_1-,568,110
abovyan_1,koryun_1-,379,77
abovyan_1,isahakyan_2,586,109
abovyan_1,abovyan_2-,388,62
abovyan_1,abovyan_3,532,97
abovyan_1,abovyan_2,389,62
abovyan_1,koryun_2,369,65
abovyan_1,koryun_1-,379,77
abovyan_1,abovyan_3,532,97
abovyan_1,isahakyan_2,586,109
abovyan_1,abovyan_1-,568,110
abovyan_1,koryun_1-,379,77
abovyan_1,isahakyan_2,586,109
abovyan_1,abovyan_2-,388,62
abovyan_1,abovyan_3,532,97
abovyan_2,abovyan_2,0,0
abovyan_2,koryun_2,829,174
abovyan_2,koryun_1-,202,43
abovyan_2,abovyan_3,144,35
abovyan_2,isahakyan_2,197,46
abovyan_2,abovyan_1-,392,66
abovyan_2,koryun_1-,202,43
abovyan_2,isahakyan_2,197,46
abovyan_2,abovyan_2-,0,0
abovyan_2,abovyan_3,144,35
abovyan_2,abovyan_2,0,0
abovyan_2,koryun_2,829,174
abovyan_2,koryun_1-,202,43
abovyan_2,abovyan_3,144,35
abovyan_2,isahakyan_2,197,46
abovyan_2,abovyan_1-,392,66
abovyan_2,koryun_1-,202,43
abovyan_2,isahakyan_2,197,46
abovyan_2,abovyan_2-,0,0
abovyan_2,abovyan_3,144,35
abovyan_2-,abovyan_2,0,0
abovyan_2-,koryun_2,829,174
abovyan_2-,koryun_1-,202,43
abovyan_2-,abovyan_3,144,35
abovyan_2-,isahakyan_2,198,46
abovyan_2-,abovyan_1-,392,66
abovyan_2-,koryun_1-,202,43
abovyan_2-,isahakyan_2,198,46
abovyan_2-,abovyan_2-,0,0
abovyan_2-,abovyan_3,144,35
abovyan_2-,abovyan_2,0,0
abovyan_2-,koryun_2,829,174
abovyan_2-,koryun_1-,202,43
abovyan_2-,abovyan_3,144,35
abovyan_2-,isahakyan_2,198,46
abovyan_2-,abovyan_1-,392,66
abovyan_2-,koryun_1-,202,43
abovyan_2-,isahakyan_2,198,46
abovyan_2-,abovyan_2-,0,0
abovyan_2-,abovyan_3,144,35
isahakyan_1,abovyan_2,257,53
isahakyan_1,koryun_2,1087,227
isahakyan_1,koryun_1-,460,96
isahakyan_1,abovyan_3,741,173
isahakyan_1,isahakyan_2,267,55
isahakyan_1,abovyan_1-,649,119
isahakyan_1,koryun_1-,460,96
isahakyan_1,isahakyan_2,267,55
isahakyan_1,abovyan_2-,258,53
isahakyan_1,abovyan_3,741,173
isahakyan_1,abovyan_2,257,53
isahakyan_1,koryun_2,1087,227
isahakyan_1,koryun_1-,460,96
isahakyan_1,abovyan_3,741,173
isahakyan_1,isahakyan_2,267,55
isahakyan_1,abovyan_1-,649,119
isahakyan_1,koryun_1-,460,96
isahakyan_1,isahakyan_2,267,55
isahakyan_1,abovyan_2-,258,53
isahakyan_1,abovyan_3,741,173
isahakyan_1,abovyan_2,257,53
isahakyan_1,koryun_2,1087,227
isahakyan_1,koryun_1-,460,96
isahakyan_1,abovyan_3,741,173
isahakyan_1,isahakyan_2,267,55
isahakyan_1,abovyan_1-,649,119
isahakyan_1,koryun_1-,460,96
isahakyan_1,isahakyan_2,267,55
isahakyan_1,abovyan_2-,258,53
isahakyan_1,abovyan_3,741,173
koryun_1,koryun_2,213,65
koryun_1,abovyan_1-,363,63
koryun_1,charents_2-,1302,270
koryun_1,nalbandyan_1,965,250
koryun_1,heratsi_2,994,147
koryun_1,khanjyan_1-,1902,228
koryun_1,nalbandyan_3,1469,308
koryun_1,nalbandyan_2-,1117,285
koryun_1,nalbandyan_4,1690,394
koryun_1,sayat_nova_3-,1923,388
koryun_1,koryun_2,213,65
koryun_1,abovyan_1-,363,63
koryun_1,charents_2-,1302,270
koryun_1,nalbandyan_1,965,250
koryun_1,heratsi_2,994,147
koryun_1,khanjyan_1-,1902,228
koryun_1,nalbandyan_3,1469,308
koryun_1,nalbandyan_2-,1117,285
koryun_1,nalbandyan_4,1690,394
koryun_1,sayat_nova_3-,1923,388
koryun_1-,koryun_2,1692,356
koryun_1-,abovyan_1-,1254,248
koryun_1-,charents_2-,689,95
koryun_1-,nalbandyan_1,352,75
koryun_1-,heratsi_2,958,131
koryun_1-,khanjyan_1-,672,144
koryun_1-,nalbandyan_3,703,155
koryun_1-,nalbandyan_2-,504,109
koryun_1-,nalbandyan_4,924,241
koryun_1-,sayat_nova_3-,1157,243
koryun_1-,koryun_2,1692,356
koryun_1-,abovyan_1-,1254,248
koryun_1-,charents_2-,689,95
koryun_1-,nalbandyan_1,352,75
koryun_1-,heratsi_2,958,131
koryun_1-,khanjyan_1-,672,144
koryun_1-,nalbandyan_3,703,155
koryun_1-,nalbandyan_2-,504,109
koryun_1-,nalbandyan_4,924,241
koryun_1-,sayat_nova_3-,1157,243
koryun_1-,koryun_2,1692,356
koryun_1-,abovyan_1-,1254,248
koryun_1-,charents_2-,689,95
koryun_1-,nalbandyan_1,352,75
koryun_1-,heratsi_2,958,131
koryun_1-,khanjyan_1-,672,144
koryun_1-,nalbandyan_3,703,155
koryun_1-,nalbandyan_2-,504,109
koryun_1-,nalbandyan_4,924,241
koryun_1-,sayat_nova_3-,1157,243
moskovyan_4,koryun_2,1496,313
moskovyan_4,abovyan_1-,1059,205
moskovyan_4,charents_2-,890,126
moskovyan_4,nalbandyan_1,351,65
moskovyan_4,heratsi_2,1159,161
moskovyan_4,khanjyan_1-,261,45
moskovyan_4,nalbandyan_3,291,64
moskovyan_4,nalbandyan_2-,199,40
moskovyan_4,nalbandyan_4,512,150
moskovyan_4,sayat_nova_3-,745,144
moskovyan_4,koryun_2,1496,313
moskovyan_4,abovyan_1-,1059,205
moskovyan_4,charents_2-,890,126
moskovyan_4,nalbandyan_1,351,65
moskovyan_4,heratsi_2,1159,161
moskovyan_4,khanjyan_1-,261,45
moskovyan_4,nalbandyan_3,291,64
moskovyan_4,nalbandyan_2-,199,40
moskovyan_4,nalbandyan_4,512,150
moskovyan_4,sayat_nova_3-,745,144
moskovyan_4,koryun_2,1496,313
moskovyan_4,abovyan_1-,1059,205
moskovyan_4,charents_2-,890,126
moskovyan_4,nalbandyan_1,351,65
moskovyan_4,heratsi_2,1159,161
moskovyan_4,khanjyan_1-,261,45
moskovyan_4,nalbandyan_3,291,64
moskovyan_4,nalbandyan_2-,199,40
moskovyan_4,nalbandyan_4,512,150
moskovyan_4,sayat_nova_3-,745,144
sayat_nova_4-,koryun_2,1759,378
sayat_nova_4-,abovyan_1-,1322,270
sayat_nova_4-,charents_2-,1153,191
sayat_nova_4-,nalbandyan_1,614,131
sayat_nova_4-,heratsi_2,1422,227
sayat_nova_4-,khanjyan_1-,524,112
sayat_nova_4-,nalbandyan_3,263,69
sayat_nova_4-,nalbandyan_2-,462,105
sayat_nova_4-,nalbandyan_4,209,71
sayat_nova_4-,sayat_nova_3-,296,73
sayat_nova_4-,koryun_2,1759,378
sayat_nova_4-,abovyan_1-,1322,270
sayat_nova_4-,charents_2-,1153,191
sayat_nova_4-,nalbandyan_1,614,131
sayat_nova_4-,heratsi_2,1422,227
sayat_nova_4-,khanjyan_1-,524,112
sayat_nova_4-,nalbandyan_3,263,69
sayat_nova_4-,nalbandyan_2-,462,105
sayat_nova_4-,nalbandyan_4,209,71
sayat_nova_4-,sayat_nova_3-,296,73
sayat_nova_4-,nalbandyan_3-,264,69
sayat_nova_4-,nalbandyan_2-,462,105
sayat_nova_4-,isahakyan_1,673,151
sayat_nova_4-,heratsi_2,1422,227
sayat_nova_4-,charents_2-,1153,191
sayat_nova_4-,nalbandyan_3,263,69
sayat_nova_4-,khanjyan_1-,524,112
sayat_nova_4-,isahakyan_1,673,151
sayat_nova_4-,nalbandyan_1-,613,131
sayat_nova_4-,nalbandyan_4,209,71
nalbandyan_1,nalbandyan_3-,350,80
nalbandyan_1,nalbandyan_2-,152,35
nalbandyan_1,isahakyan_1,253,54
nalbandyan_1,heratsi_2,808,96
nalbandyan_1,charents_2-,539,61
nalbandyan_1,nalbandyan_3,351,80
nalbandyan_1,khanjyan_1-,320,69
nalbandyan_1,isahakyan_1,253,54
nalbandyan_1,nalbandyan_1-,1,0
nalbandyan_1,nalbandyan_4,572,166
nalbandyan_1,nalbandyan_3-,350,80
nalbandyan_1,nalbandyan_2-,152,35
nalbandyan_1,isahakyan_1,253,54
nalbandyan_1,heratsi_2,808,96
nalbandyan_1,charents_2-,539,61
nalbandyan_1,nalbandyan_3,351,80
nalbandyan_1,khanjyan_1-,320,69
nalbandyan_1,isahakyan_1,253,54
nalbandyan_1,nalbandyan_1-,1,0
nalbandyan_1,nalbandyan_4,572,166
nalbandyan_1-,nalbandyan_3-,349,80
nalbandyan_1-,nalbandyan_2-,151,35
nalbandyan_1-,isahakyan_1,252,54
nalbandyan_1-,heratsi_2,809,96
nalbandyan_1-,charents_2-,540,61
nalbandyan_1-,nalbandyan_3,350,80
nalbandyan_1-,khanjyan_1-,319,69
nalbandyan_1-,isahakyan_1,252,54
nalbandyan_1-,nalbandyan_1-,0,0
nalbandyan_1-,nalbandyan_4,571,166
nalbandyan_1-,nalbandyan_3-,349,80
nalbandyan_1-,nalbandyan_2-,151,35
nalbandyan_1-,isahakyan_1,252,54
nalbandyan_1-,heratsi_2,809,96
nalbandyan_1-,charents_2-,540,61
nalbandyan_1-,nalbandyan_3,350,80
nalbandyan_1-,khanjyan_1-,319,69
nalbandyan_1-,isahakyan_1,252,54
nalbandyan_1-,nalbandyan_1-,0,0
nalbandyan_1-,nalbandyan_4,571,166
nalbandyan_2,nalbandyan_3-,200,46
nalbandyan_2,nalbandyan_2-,1,0
nalbandyan_2,isahakyan_1,209,45
nalbandyan_2,heratsi_2,958,121
nalbandyan_2,charents_2-,690,86
nalbandyan_2,nalbandyan_3,200,46
nalbandyan_2,khanjyan_1-,170,35
nalbandyan_2,isahakyan_1,209,45
nalbandyan_2,nalbandyan_1-,149,25
nalbandyan_2,nalbandyan_4,422,132
nalbandyan_2,nalbandyan_3-,200,46
nalbandyan_2,nalbandyan_2-,1,0
nalbandyan_2,isahakyan_1,209,45
nalbandyan_2,heratsi_2,958,121
nalbandyan_2,charents_2-,690,86
nalbandyan_2,nalbandyan_3,200,46
nalbandyan_2,khanjyan_1-,170,35
nalbandyan_2,isahakyan_1,209,45
nalbandyan_2,nalbandyan_1-,149,25
nalbandyan_2,nalbandyan_4,422,132
nalbandyan_2-,nalbandyan_3-,198,45
nalbandyan_2-,nalbandyan_2-,0,0
nalbandyan_2-,isahakyan_1,210,46
nalbandyan_2-,heratsi_2,960,122
nalbandyan_2-,charents_2-,691,86
nalbandyan_2-,nalbandyan_3,199,46
nalbandyan_2-,khanjyan_1-,168,34
nalbandyan_2-,isahakyan_1,210,46
nalbandyan_2-,nalbandyan_1-,151,25
nalbandyan_2-,nalbandyan_4,420,132
nalbandyan_2-,nalbandyan_3-,198,45
nalbandyan_2-,nalbandyan_2-,0,0
nalbandyan_2-,isahakyan_1,210,46
nalbandyan_2-,heratsi_2,960,122
nalbandyan_2-,charents_2-,691,86
nalbandyan_2-,nalbandyan_3,199,46
nalbandyan_2-,khanjyan_1-,168,34
nalbandyan_2-,isahakyan_1,210,46
nalbandyan_2-,nalbandyan_1-,151,25
nalbandyan_2-,nalbandyan_4,420,132
nalbandyan_3,nalbandyan_3-,1,0
nalbandyan_3,nalbandyan_2-,199,36
nalbandyan_3,isahakyan_1,410,82
nalbandyan_3,heratsi_2,1159,158
nalbandyan_3,charents_2-,890,122
nalbandyan_3,nalbandyan_3,0,0
nalbandyan_3,khanjyan_1-,261,43
nalbandyan_3,isahakyan_1,410,82
nalbandyan_3,nalbandyan_1-,350,61
nalbandyan_3,nalbandyan_4,221,86
nalbandyan_3,sayat_nova_4,261,95
nalbandyan_3,sayat_nova_3-,308,102
nalbandyan_3,nalbandyan_2-,199,36
nalbandyan_3,khanjyan_1-,261,43
nalbandyan_3,nalbandyan_3-,1,0
nalbandyan_3,sayat_nova_3-,308,102
nalbandyan_3,sayat_nova_4,261,95
nalbandyan_3,sayat_nova_2-,655,129
nalbandyan_3,khanjyan_2-,906,157
nalbandyan_3,sayat_nova_4,261,95
nalbandyan_3,sayat_nova_4,261,95
nalbandyan_3,sayat_nova_3-,308,102
nalbandyan_3,nalbandyan_2-,199,36
nalbandyan_3,khanjyan_1-,261,43
nalbandyan_3,nalbandyan_3-,1,0
nalbandyan_3,sayat_nova_3-,308,102
nalbandyan_3,sayat_nova_4,261,95
nalbandyan_3,sayat_nova_2-,655,129
nalbandyan_3,khanjyan_2-,906,157
nalbandyan_3,sayat_nova_4,261,95
nalbandyan_3-,sayat_nova_4,262,95
nalbandyan_3-,sayat_nova_3-,309,103
nalbandyan_3-,nalbandyan_2-,198,36
nalbandyan_3-,khanjyan_1-,260,43
nalbandyan_3-,nalbandyan_3-,0,0
nalbandyan_3-,sayat_nova_3-,309,103
nalbandyan_3-,sayat_nova_4,262,95
nalbandyan_3-,sayat_nova_2-,654,129
nalbandyan_3-,khanjyan_2-,906,157
nalbandyan_3-,sayat_nova_4,262,95
nalbandyan_3-,sayat_nova_4,262,95
nalbandyan_3-,sayat_nova_3-,309,103
nalbandyan_3-,nalbandyan_2-,198,36
nalbandyan_3-,khanjyan_1-,260,43
nalbandyan_3-,nalbandyan_3-,0,0
nalbandyan_3-,sayat_nova_3-,309,103
nalbandyan_3-,sayat_nova_4,262,95
nalbandyan_3-,sayat_nova_2-,654,129
nalbandyan_3-,khanjyan_2-,906,157
nalbandyan_3-,sayat_nova_4,262,95
nalbandyan_4-,sayat_nova_4,208,62
nalbandyan_4-,sayat_nova_3-,255,70
nalbandyan_4-,nalbandyan_2-,421,95
nalbandyan_4-,khanjyan_1-,483,102
nalbandyan_4-,nalbandyan_3-,223,59
nalbandyan_4-,sayat_nova_3-,255,70
nalbandyan_4-,sayat_nova_4,208,62
nalbandyan_4-,sayat_nova_2-,499,136
nalbandyan_4-,khanjyan_2-,691,153
nalbandyan_4-,sayat_nova_4,208,62
nalbandyan_4-,sayat_nova_4,208,62
nalbandyan_4-,sayat_nova_3-,255,70
nalbandyan_4-,nalbandyan_2-,421,95
nalbandyan_4-,khanjyan_1-,483,102
nalbandyan_4-,nalbandyan_3-,223,59
nalbandyan_4-,sayat_nova_3-,255,70
nalbandyan_4-,sayat_nova_4,208,62
nalbandyan_4-,sayat_nova_2-,499,136
nalbandyan_4-,khanjyan_2-,691,153
nalbandyan_4-,sayat_nova_4,208,62
nalbandyan_4-,sayat_nova_4,208,62
nalbandyan_4-,sayat_nova_3-,255,70
nalbandyan_4-,nalbandyan_2-,421,95
nalbandyan_4-,khanjyan_1-,483,102
nalbandyan_4-,nalbandyan_3-,223,59
nalbandyan_4-,sayat_nova_3-,255,70
nalbandyan_4-,sayat_nova_4,208,62
nalbandyan_4-,sayat_nova_2-,499,136
nalbandyan_4-,khanjyan_2-,691,153
nalbandyan_4-,sayat_nova_4,208,62
sayat_nova_3-,sayat_nova_4,294,79
sayat_nova_3-,sayat_nova_3-,0,0
sayat_nova_3-,nalbandyan_2-,507,116
sayat_nova_3-,khanjyan_1-,485,110
sayat_nova_3-,nalbandyan_3-,309,80
sayat_nova_3-,sayat_nova_3-,0,0
sayat_nova_3-,sayat_nova_4,294,79
sayat_nova_3-,sayat_nova_2-,244,66
sayat_nova_3-,khanjyan_2-,495,96
sayat_nova_3-,sayat_nova_4,294,79
sayat_nova_3-,sayat_nova_4,294,79
sayat_nova_3-,sayat_nova_3-,0,0
sayat_nova_3-,nalbandyan_2-,507,116
sayat_nova_3-,khanjyan_1-,485,110
sayat_nova_3-,nalbandyan_3-,309,80
sayat_nova_3-,sayat_nova_3-,0,0
sayat_nova_3-,sayat_nova_4,294,79
sayat_nova_3-,sayat_nova_2-,244,66
sayat_nova_3-,khanjyan_2-,495,96
sayat_nova_3-,sayat_nova_4,294,79
sayat_nova_3,sayat_nova_4,293,78
sayat_nova_3,sayat_nova_3-,1,0
sayat_nova_3,nalbandyan_2-,506,115
sayat_nova_3,khanjyan_1-,486,111
sayat_nova_3,nalbandyan_3-,308,79
sayat_nova_3,sayat_nova_3-,1,0
sayat_nova_3,sayat_nova_4,293,78
sayat_nova_3,sayat_nova_2-,245,66
sayat_nova_3,khanjyan_2-,496,96
sayat_nova_3,sayat_nova_4,293,78
sayat_nova_3,nalbandyan_3-,308,79
sayat_nova_3,khanjyan_2-,496,96
sayat_nova_3,sayat_nova_3,0,0
sayat_nova_3,sayat_nova_2-,245,66
sayat_nova_3,nalbandyan_2-,506,115
sayat_nova_3,nalbandyan_3,307,79
sayat_nova_3,heratsi_2,1478,239
sayat_nova_3,khanjyan_2-,496,96
sayat_nova_3,khanjyan_1,494,112
sayat_nova_3,koryun_1,1863,283
khanjyan_1-,nalbandyan_3-,260,64
khanjyan_1-,khanjyan_2-,646,114
khanjyan_1-,sayat_nova_3,486,100
khanjyan_1-,sayat_nova_2-,394,86
khanjyan_1-,nalbandyan_2-,168,44
khanjyan_1-,nalbandyan_3,261,64
khanjyan_1-,heratsi_2,1128,165
khanjyan_1-,khanjyan_2-,646,114
khanjyan_1-,khanjyan_1,8,2
khanjyan_1-,koryun_1,2012,303
khanjyan_1-,nalbandyan_3-,260,64
khanjyan_1-,khanjyan_2-,646,114
khanjyan_1-,sayat_nova_3,486,100
khanjyan_1-,sayat_nova_2-,394,86
khanjyan_1-,nalbandyan_2-,168,44
khanjyan_1-,nalbandyan_3,261,64
khanjyan_1-,heratsi_2,1128,165
khanjyan_1-,khanjyan_2-,646,114
khanjyan_1-,khanjyan_1,8,2
khanjyan_1-,koryun_1,2012,303
khanjyan_1-,nalbandyan_3-,260,64
khanjyan_1-,khanjyan_2-,646,114
khanjyan_1-,sayat_nova_3,486,100
khanjyan_1-,sayat_nova_2-,394,86
khanjyan_1-,nalbandyan_2-,168,44
khanjyan_1-,nalbandyan_3,261,64
khanjyan_1-,heratsi_2,1128,165
khanjyan_1-,khanjyan_2-,646,114
khanjyan_1-,khanjyan_1,8,2
khanjyan_1-,koryun_1,2012,303
khanjyan_1,nalbandyan_3-,252,63
khanjyan_1,khanjyan_2-,654,116
khanjyan_1,sayat_nova_3,494,101
khanjyan_1,sayat_nova_2-,402,87
khanjyan_1,nalbandyan_2-,161,42
khanjyan_1,nalbandyan_3,253,63
khanjyan_1,heratsi_2,1120,164
khanjyan_1,khanjyan_2-,654,116
khanjyan_1,khanjyan_1,0,0
khanjyan_1,koryun_1,2020,304
khanjyan_1,nalbandyan_3-,252,63
khanjyan_1,khanjyan_2-,654,116
khanjyan_1,sayat_nova_3,494,101
khanjyan_1,sayat_nova_2-,402,87
khanjyan_1,nalbandyan_2-,161,42
khanjyan_1,nalbandyan_3,253,63
khanjyan_1,heratsi_2,1120,164
khanjyan_1,khanjyan_2-,654,116
khanjyan_1,khanjyan_1,0,0
khanjyan_1,koryun_1,2020,304
heratsi_1,nalbandyan_3-,2278,421
heratsi_1,khanjyan_2-,604,42
heratsi_1,sayat_nova_3,2868,320
heratsi_1,sayat_nova_2-,2776,306
heratsi_1,nalbandyan_2-,3345,371
heratsi_1,nalbandyan_3,2278,421
heratsi_1,heratsi_2,837,68
heratsi_1,khanjyan_2-,604,42
heratsi_1,khanjyan_1,3025,342
heratsi_1,koryun_1,3024,306
heratsi_1-,nalbandyan_3-,354,86
heratsi_1-,khanjyan_2-,626,44
heratsi_1-,sayat_nova_3,661,188
heratsi_1-,sayat_nova_2-,907,254
heratsi_1-,nalbandyan_2-,262,65
heratsi_1-,nalbandyan_3,355,86
heratsi_1-,heratsi_2,815,66
heratsi_1-,khanjyan_2-,626,44
heratsi_1-,khanjyan_1,102,23
heratsi_1-,koryun_1,3001,304
heratsi_1-,nalbandyan_3-,354,86
heratsi_1-,khanjyan_2-,626,44
heratsi_1-,sayat_nova_3,661,188
heratsi_1-,sayat_nova_2-,907,254
heratsi_1-,nalbandyan_2-,262,65
heratsi_1-,nalbandyan_3,355,86
heratsi_1-,heratsi_2,815,66
heratsi_1-,khanjyan_2-,626,44
heratsi_1-,khanjyan_1,102,23
heratsi_1-,koryun_1,3001,304
heratsi_2-,nalbandyan_3-,866,157
heratsi_2-,khanjyan_2-,1436,104
heratsi_2-,sayat_nova_3,1322,246
heratsi_2-,sayat_nova_2-,1231,232
heratsi_2-,nalbandyan_2-,668,112
heratsi_2-,nalbandyan_3,867,157
heratsi_2-,heratsi_2,5,0
heratsi_2-,khanjyan_2-,1436,104
heratsi_2-,khanjyan_1,912,83
heratsi_2-,koryun_1,347,46
