tls_id,phase_index,phase_state,phase_duration,min_duration,max_duration,controlled_lanes,controlled_links
cluster_1141265322_11869698130_256036890_4227138136_#4more,2,rrrrrGGGGrrrr,6.0,7.0,50.0,1358898115#3_0 1358898115#3_0 1358898115#3_1 1358898115#3_1 1358898115#3_1 1253222187#0_0 1253222187#0_1 1253222187#0_2 1253222187#0_2 809719540#0_0 809719540#0_1 809719540#0_2 809719540#0_2,"[[('1358898115#3_0', '809937921_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_0_0')], [('1358898115#3_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_0')], [('1358898115#3_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_1')], [('1358898115#3_1', '-809772643#1_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_2')], [('1358898115#3_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_4_0')], [('1253222187#0_0', '809937918#0_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_0')], [('1253222187#0_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_1')], [('1253222187#0_2', '809937921_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_0')], [('1253222187#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_1')], [('809719540#0_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_0')], [('809719540#0_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_1')], [('809719540#0_2', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_11_0')], [('809719540#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_12_0')]]"
cluster_1141265322_11869698130_256036890_4227138136_#4more,3,rrrrryyyyrrrr,4.0,4.0,4.0,1358898115#3_0 1358898115#3_0 1358898115#3_1 1358898115#3_1 1358898115#3_1 1253222187#0_0 1253222187#0_1 1253222187#0_2 1253222187#0_2 809719540#0_0 809719540#0_1 809719540#0_2 809719540#0_2,"[[('1358898115#3_0', '809937921_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_0_0')], [('1358898115#3_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_0')], [('1358898115#3_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_1')], [('1358898115#3_1', '-809772643#1_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_2')], [('1358898115#3_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_4_0')], [('1253222187#0_0', '809937918#0_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_0')], [('1253222187#0_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_1')], [('1253222187#0_2', '809937921_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_0')], [('1253222187#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_1')], [('809719540#0_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_0')], [('809719540#0_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_1')], [('809719540#0_2', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_11_0')], [('809719540#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_12_0')]]"
cluster_1141265322_11869698130_256036890_4227138136_#4more,4,GrrrrrrrrGGGg,36.0,7.0,50.0,1358898115#3_0 1358898115#3_0 1358898115#3_1 1358898115#3_1 1358898115#3_1 1253222187#0_0 1253222187#0_1 1253222187#0_2 1253222187#0_2 809719540#0_0 809719540#0_1 809719540#0_2 809719540#0_2,"[[('1358898115#3_0', '809937921_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_0_0')], [('1358898115#3_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_0')], [('1358898115#3_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_1')], [('1358898115#3_1', '-809772643#1_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_2')], [('1358898115#3_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_4_0')], [('1253222187#0_0', '809937918#0_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_0')], [('1253222187#0_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_1')], [('1253222187#0_2', '809937921_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_0')], [('1253222187#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_1')], [('809719540#0_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_0')], [('809719540#0_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_1')], [('809719540#0_2', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_11_0')], [('809719540#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_12_0')]]"
cluster_1141265322_11869698130_256036890_4227138136_#4more,5,Grrrrrrrryyyy,4.0,4.0,4.0,1358898115#3_0 1358898115#3_0 1358898115#3_1 1358898115#3_1 1358898115#3_1 1253222187#0_0 1253222187#0_1 1253222187#0_2 1253222187#0_2 809719540#0_0 809719540#0_1 809719540#0_2 809719540#0_2,"[[('1358898115#3_0', '809937921_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_0_0')], [('1358898115#3_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_0')], [('1358898115#3_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_1')], [('1358898115#3_1', '-809772643#1_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_2')], [('1358898115#3_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_4_0')], [('1253222187#0_0', '809937918#0_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_0')], [('1253222187#0_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_1')], [('1253222187#0_2', '809937921_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_0')], [('1253222187#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_1')], [('809719540#0_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_0')], [('809719540#0_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_1')], [('809719540#0_2', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_11_0')], [('809719540#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_12_0')]]"
cluster_11644940323_11644940324_3828703845,0,GGGGGGGGggGGGGrrrrr,39.0,7.0,50.0,1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_1 1318793173#0_2 1318793173#0_2 1318793173#0_2 137406408#0_0 137406408#0_0 137406408#0_1 137406408#0_2 1252820503#0_0 1252820503#0_0 1252820503#0_1 1252820503#0_1 1252820503#0_1,"[[('1318793173#0_0', '133126013#0_0', ':cluster_11644940323_11644940324_3828703845_0_0')], [('1318793173#0_0', '133126013#0_1', ':cluster_11644940323_11644940324_3828703845_0_1')], [('1318793173#0_0', '133126013#0_2', ':cluster_11644940323_11644940324_3828703845_0_2')], [('1318793173#0_0', '133126013#0_3', ':cluster_11644940323_11644940324_3828703845_0_3')], [('1318793173#0_0', '133126013#0_4', ':cluster_11644940323_11644940324_3828703845_0_4')], [('1318793173#0_0', '291974733#0_0', ':cluster_11644940323_11644940324_3828703845_5_0')], [('1318793173#0_1', '291974733#0_1', ':cluster_11644940323_11644940324_3828703845_5_1')], [('1318793173#0_2', '291974733#0_2', ':cluster_11644940323_11644940324_3828703845_5_2')], [('1318793173#0_2', '1254771875#0_1', ':cluster_11644940323_11644940324_3828703845_8_0')], [('1318793173#0_2', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_9_0')], [('137406408#0_0', '1254771875#0_0', ':cluster_11644940323_11644940324_3828703845_10_0')], [('137406408#0_0', '133126040#0_0', ':cluster_11644940323_11644940324_3828703845_11_0')], [('137406408#0_1', '133126040#0_1', ':cluster_11644940323_11644940324_3828703845_11_1')], [('137406408#0_2', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_11_2')], [('1252820503#0_0', '291974733#0_0', ':cluster_11644940323_11644940324_3828703845_14_0')], [('1252820503#0_0', '1254771875#0_0', ':cluster_11644940323_11644940324_3828703845_15_0')], [('1252820503#0_1', '1254771875#0_1', ':cluster_11644940323_11644940324_3828703845_15_1')], [('1252820503#0_1', '133126040#0_1', ':cluster_11644940323_11644940324_3828703845_17_0')], [('1252820503#0_1', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_17_1')]]"
cluster_11644940323_11644940324_3828703845,1,GGGGGyyyyyyyyyrrrrr,6.0,6.0,6.0,1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_1 1318793173#0_2 1318793173#0_2 1318793173#0_2 137406408#0_0 137406408#0_0 137406408#0_1 137406408#0_2 1252820503#0_0 1252820503#0_0 1252820503#0_1 1252820503#0_1 1252820503#0_1,"[[('1318793173#0_0', '133126013#0_0', ':cluster_11644940323_11644940324_3828703845_0_0')], [('1318793173#0_0', '133126013#0_1', ':cluster_11644940323_11644940324_3828703845_0_1')], [('1318793173#0_0', '133126013#0_2', ':cluster_11644940323_11644940324_3828703845_0_2')], [('1318793173#0_0', '133126013#0_3', ':cluster_11644940323_11644940324_3828703845_0_3')], [('1318793173#0_0', '133126013#0_4', ':cluster_11644940323_11644940324_3828703845_0_4')], [('1318793173#0_0', '291974733#0_0', ':cluster_11644940323_11644940324_3828703845_5_0')], [('1318793173#0_1', '291974733#0_1', ':cluster_11644940323_11644940324_3828703845_5_1')], [('1318793173#0_2', '291974733#0_2', ':cluster_11644940323_11644940324_3828703845_5_2')], [('1318793173#0_2', '1254771875#0_1', ':cluster_11644940323_11644940324_3828703845_8_0')], [('1318793173#0_2', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_9_0')], [('137406408#0_0', '1254771875#0_0', ':cluster_11644940323_11644940324_3828703845_10_0')], [('137406408#0_0', '133126040#0_0', ':cluster_11644940323_11644940324_3828703845_11_0')], [('137406408#0_1', '133126040#0_1', ':cluster_11644940323_11644940324_3828703845_11_1')], [('137406408#0_2', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_11_2')], [('1252820503#0_0', '291974733#0_0', ':cluster_11644940323_11644940324_3828703845_14_0')], [('1252820503#0_0', '1254771875#0_0', ':cluster_11644940323_11644940324_3828703845_15_0')], [('1252820503#0_1', '1254771875#0_1', ':cluster_11644940323_11644940324_3828703845_15_1')], [('1252820503#0_1', '133126040#0_1', ':cluster_11644940323_11644940324_3828703845_17_0')], [('1252820503#0_1', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_17_1')]]"
cluster_11644940323_11644940324_3828703845,2,GGGGGrrrrrrrrrGGGGG,39.0,13.0,50.0,1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_1 1318793173#0_2 1318793173#0_2 1318793173#0_2 137406408#0_0 137406408#0_0 137406408#0_1 137406408#0_2 1252820503#0_0 1252820503#0_0 1252820503#0_1 1252820503#0_1 1252820503#0_1,"[[('1318793173#0_0', '133126013#0_0', ':cluster_11644940323_11644940324_3828703845_0_0')], [('1318793173#0_0', '133126013#0_1', ':cluster_11644940323_11644940324_3828703845_0_1')], [('1318793173#0_0', '133126013#0_2', ':cluster_11644940323_11644940324_3828703845_0_2')], [('1318793173#0_0', '133126013#0_3', ':cluster_11644940323_11644940324_3828703845_0_3')], [('1318793173#0_0', '133126013#0_4', ':cluster_11644940323_11644940324_3828703845_0_4')], [('1318793173#0_0', '291974733#0_0', ':cluster_11644940323_11644940324_3828703845_5_0')], [('1318793173#0_1', '291974733#0_1', ':cluster_11644940323_11644940324_3828703845_5_1')], [('1318793173#0_2', '291974733#0_2', ':cluster_11644940323_11644940324_3828703845_5_2')], [('1318793173#0_2', '1254771875#0_1', ':cluster_11644940323_11644940324_3828703845_8_0')], [('1318793173#0_2', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_9_0')], [('137406408#0_0', '1254771875#0_0', ':cluster_11644940323_11644940324_3828703845_10_0')], [('137406408#0_0', '133126040#0_0', ':cluster_11644940323_11644940324_3828703845_11_0')], [('137406408#0_1', '133126040#0_1', ':cluster_11644940323_11644940324_3828703845_11_1')], [('137406408#0_2', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_11_2')], [('1252820503#0_0', '291974733#0_0', ':cluster_11644940323_11644940324_3828703845_14_0')], [('1252820503#0_0', '1254771875#0_0', ':cluster_11644940323_11644940324_3828703845_15_0')], [('1252820503#0_1', '1254771875#0_1', ':cluster_11644940323_11644940324_3828703845_15_1')], [('1252820503#0_1', '133126040#0_1', ':cluster_11644940323_11644940324_3828703845_17_0')], [('1252820503#0_1', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_17_1')]]"
cluster_11644940323_11644940324_3828703845,3,GGGGGrrrrrrrrryyyyy,6.0,6.0,6.0,1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_0 1318793173#0_1 1318793173#0_2 1318793173#0_2 1318793173#0_2 137406408#0_0 137406408#0_0 137406408#0_1 137406408#0_2 1252820503#0_0 1252820503#0_0 1252820503#0_1 1252820503#0_1 1252820503#0_1,"[[('1318793173#0_0', '133126013#0_0', ':cluster_11644940323_11644940324_3828703845_0_0')], [('1318793173#0_0', '133126013#0_1', ':cluster_11644940323_11644940324_3828703845_0_1')], [('1318793173#0_0', '133126013#0_2', ':cluster_11644940323_11644940324_3828703845_0_2')], [('1318793173#0_0', '133126013#0_3', ':cluster_11644940323_11644940324_3828703845_0_3')], [('1318793173#0_0', '133126013#0_4', ':cluster_11644940323_11644940324_3828703845_0_4')], [('1318793173#0_0', '291974733#0_0', ':cluster_11644940323_11644940324_3828703845_5_0')], [('1318793173#0_1', '291974733#0_1', ':cluster_11644940323_11644940324_3828703845_5_1')], [('1318793173#0_2', '291974733#0_2', ':cluster_11644940323_11644940324_3828703845_5_2')], [('1318793173#0_2', '1254771875#0_1', ':cluster_11644940323_11644940324_3828703845_8_0')], [('1318793173#0_2', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_9_0')], [('137406408#0_0', '1254771875#0_0', ':cluster_11644940323_11644940324_3828703845_10_0')], [('137406408#0_0', '133126040#0_0', ':cluster_11644940323_11644940324_3828703845_11_0')], [('137406408#0_1', '133126040#0_1', ':cluster_11644940323_11644940324_3828703845_11_1')], [('137406408#0_2', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_11_2')], [('1252820503#0_0', '291974733#0_0', ':cluster_11644940323_11644940324_3828703845_14_0')], [('1252820503#0_0', '1254771875#0_0', ':cluster_11644940323_11644940324_3828703845_15_0')], [('1252820503#0_1', '1254771875#0_1', ':cluster_11644940323_11644940324_3828703845_15_1')], [('1252820503#0_1', '133126040#0_1', ':cluster_11644940323_11644940324_3828703845_17_0')], [('1252820503#0_1', '133126040#0_2', ':cluster_11644940323_11644940324_3828703845_17_1')]]"
cluster_11648561419_11648561420_2271142975_4854142869,0,rrrrrrrGGGGggrrrrrrGGGGgg,39.0,7.0,50.0,799116519_0 799116519_0 799116519_0 799116519_1 799116519_1 799116519_1 799116519_1 134194079#0_0 134194079#0_0 134194079#0_1 134194079#0_2 134194079#0_2 134194079#0_2 1253188486#4_0 1253188486#4_0 1253188486#4_1 1253188486#4_2 1253188486#4_2 1253188486#4_2 1328664748#0_0 1328664748#0_0 1328664748#0_1 1328664748#0_2 1328664748#0_2 1328664748#0_2,"[[('799116519_0', '1328664744#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_0_0')], [('799116519_0', '135474719#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_1_0')], [('799116519_0', '135474719#0_1', ':cluster_11648561419_11648561420_2271142975_4854142869_1_1')], [('799116519_1', '135474719#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_1_2')], [('799116519_1', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_1_3')], [('799116519_1', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_5_0')], [('799116519_1', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_6_0')], [('134194079#0_0', '1253188486#8_0', ':cluster_11648561419_11648561420_2271142975_4854142869_7_0')], [('134194079#0_0', '1328664744#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_8_0')], [('134194079#0_1', '1328664744#0_1', ':cluster_11648561419_11648561420_2271142975_4854142869_8_1')], [('134194079#0_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_8_2')], [('134194079#0_2', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_11_0')], [('134194079#0_2', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_12_0')], [('1253188486#4_0', '177211987#1_0', ':cluster_11648561419_11648561420_2271142975_4854142869_13_0')], [('1253188486#4_0', '1253188486#8_0', ':cluster_11648561419_11648561420_2271142975_4854142869_14_0')], [('1253188486#4_1', '1253188486#8_1', ':cluster_11648561419_11648561420_2271142975_4854142869_14_1')], [('1253188486#4_2', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_14_2')], [('1253188486#4_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_17_0')], [('1253188486#4_2', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_18_0')], [('1328664748#0_0', '135474719#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_19_0')], [('1328664748#0_0', '177211987#1_0', ':cluster_11648561419_11648561420_2271142975_4854142869_20_0')], [('1328664748#0_1', '177211987#1_1', ':cluster_11648561419_11648561420_2271142975_4854142869_20_1')], [('1328664748#0_2', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_20_2')], [('1328664748#0_2', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_23_0')], [('1328664748#0_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_24_0')]]"
cluster_11648561419_11648561420_2271142975_4854142869,1,rrrrrrryyyyyyrrrrrryyyyyy,6.0,6.0,6.0,799116519_0 799116519_0 799116519_0 799116519_1 799116519_1 799116519_1 799116519_1 134194079#0_0 134194079#0_0 134194079#0_1 134194079#0_2 134194079#0_2 134194079#0_2 1253188486#4_0 1253188486#4_0 1253188486#4_1 1253188486#4_2 1253188486#4_2 1253188486#4_2 1328664748#0_0 1328664748#0_0 1328664748#0_1 1328664748#0_2 1328664748#0_2 1328664748#0_2,"[[('799116519_0', '1328664744#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_0_0')], [('799116519_0', '135474719#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_1_0')], [('799116519_0', '135474719#0_1', ':cluster_11648561419_11648561420_2271142975_4854142869_1_1')], [('799116519_1', '135474719#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_1_2')], [('799116519_1', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_1_3')], [('799116519_1', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_5_0')], [('799116519_1', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_6_0')], [('134194079#0_0', '1253188486#8_0', ':cluster_11648561419_11648561420_2271142975_4854142869_7_0')], [('134194079#0_0', '1328664744#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_8_0')], [('134194079#0_1', '1328664744#0_1', ':cluster_11648561419_11648561420_2271142975_4854142869_8_1')], [('134194079#0_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_8_2')], [('134194079#0_2', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_11_0')], [('134194079#0_2', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_12_0')], [('1253188486#4_0', '177211987#1_0', ':cluster_11648561419_11648561420_2271142975_4854142869_13_0')], [('1253188486#4_0', '1253188486#8_0', ':cluster_11648561419_11648561420_2271142975_4854142869_14_0')], [('1253188486#4_1', '1253188486#8_1', ':cluster_11648561419_11648561420_2271142975_4854142869_14_1')], [('1253188486#4_2', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_14_2')], [('1253188486#4_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_17_0')], [('1253188486#4_2', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_18_0')], [('1328664748#0_0', '135474719#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_19_0')], [('1328664748#0_0', '177211987#1_0', ':cluster_11648561419_11648561420_2271142975_4854142869_20_0')], [('1328664748#0_1', '177211987#1_1', ':cluster_11648561419_11648561420_2271142975_4854142869_20_1')], [('1328664748#0_2', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_20_2')], [('1328664748#0_2', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_23_0')], [('1328664748#0_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_24_0')]]"
cluster_11648561419_11648561420_2271142975_4854142869,2,GGGGGggrrrrrrGGGGggrrrrrr,39.0,13.0,50.0,799116519_0 799116519_0 799116519_0 799116519_1 799116519_1 799116519_1 799116519_1 134194079#0_0 134194079#0_0 134194079#0_1 134194079#0_2 134194079#0_2 134194079#0_2 1253188486#4_0 1253188486#4_0 1253188486#4_1 1253188486#4_2 1253188486#4_2 1253188486#4_2 1328664748#0_0 1328664748#0_0 1328664748#0_1 1328664748#0_2 1328664748#0_2 1328664748#0_2,"[[('799116519_0', '1328664744#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_0_0')], [('799116519_0', '135474719#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_1_0')], [('799116519_0', '135474719#0_1', ':cluster_11648561419_11648561420_2271142975_4854142869_1_1')], [('799116519_1', '135474719#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_1_2')], [('799116519_1', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_1_3')], [('799116519_1', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_5_0')], [('799116519_1', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_6_0')], [('134194079#0_0', '1253188486#8_0', ':cluster_11648561419_11648561420_2271142975_4854142869_7_0')], [('134194079#0_0', '1328664744#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_8_0')], [('134194079#0_1', '1328664744#0_1', ':cluster_11648561419_11648561420_2271142975_4854142869_8_1')], [('134194079#0_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_8_2')], [('134194079#0_2', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_11_0')], [('134194079#0_2', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_12_0')], [('1253188486#4_0', '177211987#1_0', ':cluster_11648561419_11648561420_2271142975_4854142869_13_0')], [('1253188486#4_0', '1253188486#8_0', ':cluster_11648561419_11648561420_2271142975_4854142869_14_0')], [('1253188486#4_1', '1253188486#8_1', ':cluster_11648561419_11648561420_2271142975_4854142869_14_1')], [('1253188486#4_2', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_14_2')], [('1253188486#4_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_17_0')], [('1253188486#4_2', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_18_0')], [('1328664748#0_0', '135474719#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_19_0')], [('1328664748#0_0', '177211987#1_0', ':cluster_11648561419_11648561420_2271142975_4854142869_20_0')], [('1328664748#0_1', '177211987#1_1', ':cluster_11648561419_11648561420_2271142975_4854142869_20_1')], [('1328664748#0_2', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_20_2')], [('1328664748#0_2', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_23_0')], [('1328664748#0_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_24_0')]]"
