tls_id,phase_index,phase_state,phase_duration,min_duration,max_duration,controlled_lanes,controlled_links
GS_cluster_3839031475_3839031476_4110471700_4234582615,0,GGGGggrrrrrrGGGGggrrrrrr,36.0,7.0,50.0,380344611#0_0 380344611#0_0 380344611#0_1 380344611#0_2 380344611#0_3 380344611#0_3 380585338#0_0 380585338#0_0 380585338#0_1 380585338#0_2 380585338#0_2 380585338#0_2 1091883842_0 1091883842_0 1091883842_1 1091883842_2 1091883842_2 1091883842_2 133342692#0_0 133342692#0_0 133342692#0_1 133342692#0_2 133342692#0_2 133342692#0_2,"[[('380344611#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_0_0')], [('380344611#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_1_0')], [('380344611#0_1', '423956929_1', ':cluster_3839031475_3839031476_4110471700_4234582615_1_1')], [('380344611#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_1_2')], [('380344611#0_3', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_4_0')], [('380344611#0_3', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_5_0')], [('380585338#0_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_6_0')], [('380585338#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_7_0')], [('380585338#0_1', '380593307#0_1', ':cluster_3839031475_3839031476_4110471700_4234582615_7_1')], [('380585338#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_7_2')], [('380585338#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_10_0')], [('380585338#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_11_0')], [('1091883842_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_12_0')], [('1091883842_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_13_0')], [('1091883842_1', '136617981_1', ':cluster_3839031475_3839031476_4110471700_4234582615_13_1')], [('1091883842_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_13_2')], [('1091883842_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_16_0')], [('1091883842_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_17_0')], [('133342692#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_18_0')], [('133342692#0_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_19_0')], [('133342692#0_1', '133000063_1', ':cluster_3839031475_3839031476_4110471700_4234582615_19_1')], [('133342692#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_19_2')], [('133342692#0_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_22_0')], [('133342692#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_23_0')]]"
GS_cluster_3839031475_3839031476_4110471700_4234582615,1,yyyyggrrrrrryyyyggrrrrrr,4.0,4.0,4.0,380344611#0_0 380344611#0_0 380344611#0_1 380344611#0_2 380344611#0_3 380344611#0_3 380585338#0_0 380585338#0_0 380585338#0_1 380585338#0_2 380585338#0_2 380585338#0_2 1091883842_0 1091883842_0 1091883842_1 1091883842_2 1091883842_2 1091883842_2 133342692#0_0 133342692#0_0 133342692#0_1 133342692#0_2 133342692#0_2 133342692#0_2,"[[('380344611#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_0_0')], [('380344611#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_1_0')], [('380344611#0_1', '423956929_1', ':cluster_3839031475_3839031476_4110471700_4234582615_1_1')], [('380344611#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_1_2')], [('380344611#0_3', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_4_0')], [('380344611#0_3', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_5_0')], [('380585338#0_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_6_0')], [('380585338#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_7_0')], [('380585338#0_1', '380593307#0_1', ':cluster_3839031475_3839031476_4110471700_4234582615_7_1')], [('380585338#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_7_2')], [('380585338#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_10_0')], [('380585338#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_11_0')], [('1091883842_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_12_0')], [('1091883842_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_13_0')], [('1091883842_1', '136617981_1', ':cluster_3839031475_3839031476_4110471700_4234582615_13_1')], [('1091883842_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_13_2')], [('1091883842_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_16_0')], [('1091883842_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_17_0')], [('133342692#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_18_0')], [('133342692#0_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_19_0')], [('133342692#0_1', '133000063_1', ':cluster_3839031475_3839031476_4110471700_4234582615_19_1')], [('133342692#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_19_2')], [('133342692#0_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_22_0')], [('133342692#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_23_0')]]"
GS_cluster_3839031475_3839031476_4110471700_4234582615,2,rrrrGGrrrrrrrrrrGGrrrrrr,6.0,7.0,50.0,380344611#0_0 380344611#0_0 380344611#0_1 380344611#0_2 380344611#0_3 380344611#0_3 380585338#0_0 380585338#0_0 380585338#0_1 380585338#0_2 380585338#0_2 380585338#0_2 1091883842_0 1091883842_0 1091883842_1 1091883842_2 1091883842_2 1091883842_2 133342692#0_0 133342692#0_0 133342692#0_1 133342692#0_2 133342692#0_2 133342692#0_2,"[[('380344611#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_0_0')], [('380344611#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_1_0')], [('380344611#0_1', '423956929_1', ':cluster_3839031475_3839031476_4110471700_4234582615_1_1')], [('380344611#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_1_2')], [('380344611#0_3', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_4_0')], [('380344611#0_3', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_5_0')], [('380585338#0_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_6_0')], [('380585338#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_7_0')], [('380585338#0_1', '380593307#0_1', ':cluster_3839031475_3839031476_4110471700_4234582615_7_1')], [('380585338#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_7_2')], [('380585338#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_10_0')], [('380585338#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_11_0')], [('1091883842_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_12_0')], [('1091883842_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_13_0')], [('1091883842_1', '136617981_1', ':cluster_3839031475_3839031476_4110471700_4234582615_13_1')], [('1091883842_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_13_2')], [('1091883842_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_16_0')], [('1091883842_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_17_0')], [('133342692#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_18_0')], [('133342692#0_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_19_0')], [('133342692#0_1', '133000063_1', ':cluster_3839031475_3839031476_4110471700_4234582615_19_1')], [('133342692#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_19_2')], [('133342692#0_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_22_0')], [('133342692#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_23_0')]]"
GS_cluster_3839031475_3839031476_4110471700_4234582615,3,rrrryyrrrrrrrrrryyrrrrrr,4.0,4.0,4.0,380344611#0_0 380344611#0_0 380344611#0_1 380344611#0_2 380344611#0_3 380344611#0_3 380585338#0_0 380585338#0_0 380585338#0_1 380585338#0_2 380585338#0_2 380585338#0_2 1091883842_0 1091883842_0 1091883842_1 1091883842_2 1091883842_2 1091883842_2 133342692#0_0 133342692#0_0 133342692#0_1 133342692#0_2 133342692#0_2 133342692#0_2,"[[('380344611#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_0_0')], [('380344611#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_1_0')], [('380344611#0_1', '423956929_1', ':cluster_3839031475_3839031476_4110471700_4234582615_1_1')], [('380344611#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_1_2')], [('380344611#0_3', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_4_0')], [('380344611#0_3', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_5_0')], [('380585338#0_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_6_0')], [('380585338#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_7_0')], [('380585338#0_1', '380593307#0_1', ':cluster_3839031475_3839031476_4110471700_4234582615_7_1')], [('380585338#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_7_2')], [('380585338#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_10_0')], [('380585338#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_11_0')], [('1091883842_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_12_0')], [('1091883842_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_13_0')], [('1091883842_1', '136617981_1', ':cluster_3839031475_3839031476_4110471700_4234582615_13_1')], [('1091883842_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_13_2')], [('1091883842_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_16_0')], [('1091883842_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_17_0')], [('133342692#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_18_0')], [('133342692#0_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_19_0')], [('133342692#0_1', '133000063_1', ':cluster_3839031475_3839031476_4110471700_4234582615_19_1')], [('133342692#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_19_2')], [('133342692#0_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_22_0')], [('133342692#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_23_0')]]"
GS_cluster_3839031475_3839031476_4110471700_4234582615,4,rrrrrrGGGGggrrrrrrGGGGgg,36.0,7.0,50.0,380344611#0_0 380344611#0_0 380344611#0_1 380344611#0_2 380344611#0_3 380344611#0_3 380585338#0_0 380585338#0_0 380585338#0_1 380585338#0_2 380585338#0_2 380585338#0_2 1091883842_0 1091883842_0 1091883842_1 1091883842_2 1091883842_2 1091883842_2 133342692#0_0 133342692#0_0 133342692#0_1 133342692#0_2 133342692#0_2 133342692#0_2,"[[('380344611#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_0_0')], [('380344611#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_1_0')], [('380344611#0_1', '423956929_1', ':cluster_3839031475_3839031476_4110471700_4234582615_1_1')], [('380344611#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_1_2')], [('380344611#0_3', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_4_0')], [('380344611#0_3', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_5_0')], [('380585338#0_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_6_0')], [('380585338#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_7_0')], [('380585338#0_1', '380593307#0_1', ':cluster_3839031475_3839031476_4110471700_4234582615_7_1')], [('380585338#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_7_2')], [('380585338#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_10_0')], [('380585338#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_11_0')], [('1091883842_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_12_0')], [('1091883842_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_13_0')], [('1091883842_1', '136617981_1', ':cluster_3839031475_3839031476_4110471700_4234582615_13_1')], [('1091883842_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_13_2')], [('1091883842_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_16_0')], [('1091883842_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_17_0')], [('133342692#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_18_0')], [('133342692#0_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_19_0')], [('133342692#0_1', '133000063_1', ':cluster_3839031475_3839031476_4110471700_4234582615_19_1')], [('133342692#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_19_2')], [('133342692#0_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_22_0')], [('133342692#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_23_0')]]"
GS_cluster_3839031475_3839031476_4110471700_4234582615,5,rrrrrryyyyyyrrrrrryyyyyy,4.0,4.0,4.0,380344611#0_0 380344611#0_0 380344611#0_1 380344611#0_2 380344611#0_3 380344611#0_3 380585338#0_0 380585338#0_0 380585338#0_1 380585338#0_2 380585338#0_2 380585338#0_2 1091883842_0 1091883842_0 1091883842_1 1091883842_2 1091883842_2 1091883842_2 133342692#0_0 133342692#0_0 133342692#0_1 133342692#0_2 133342692#0_2 133342692#0_2,"[[('380344611#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_0_0')], [('380344611#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_1_0')], [('380344611#0_1', '423956929_1', ':cluster_3839031475_3839031476_4110471700_4234582615_1_1')], [('380344611#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_1_2')], [('380344611#0_3', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_4_0')], [('380344611#0_3', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_5_0')], [('380585338#0_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_6_0')], [('380585338#0_0', '380593307#0_0', ':cluster_3839031475_3839031476_4110471700_4234582615_7_0')], [('380585338#0_1', '380593307#0_1', ':cluster_3839031475_3839031476_4110471700_4234582615_7_1')], [('380585338#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_7_2')], [('380585338#0_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_10_0')], [('380585338#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_11_0')], [('1091883842_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_12_0')], [('1091883842_0', '136617981_0', ':cluster_3839031475_3839031476_4110471700_4234582615_13_0')], [('1091883842_1', '136617981_1', ':cluster_3839031475_3839031476_4110471700_4234582615_13_1')], [('1091883842_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_13_2')], [('1091883842_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_16_0')], [('1091883842_2', '423956929_2', ':cluster_3839031475_3839031476_4110471700_4234582615_17_0')], [('133342692#0_0', '423956929_0', ':cluster_3839031475_3839031476_4110471700_4234582615_18_0')], [('133342692#0_0', '133000063_0', ':cluster_3839031475_3839031476_4110471700_4234582615_19_0')], [('133342692#0_1', '133000063_1', ':cluster_3839031475_3839031476_4110471700_4234582615_19_1')], [('133342692#0_2', '133000063_2', ':cluster_3839031475_3839031476_4110471700_4234582615_19_2')], [('133342692#0_2', '136617981_2', ':cluster_3839031475_3839031476_4110471700_4234582615_22_0')], [('133342692#0_2', '380593307#0_2', ':cluster_3839031475_3839031476_4110471700_4234582615_23_0')]]"
GS_cluster_4854142864_4854142865,0,rrrrrrrGGGggGGGG,41.0,7.0,50.0,791826085_0 791826085_0 791826085_1 791826085_2 791826085_2 791826085_2 791826085_2 1328664744#0_0 1328664744#0_1 1328664744#0_2 1328664744#0_2 1328664744#0_2 133126030#0_0 133126030#0_0 133126030#0_1 133126030#0_2,"[[('791826085_0', '485211947#0_0', ':cluster_4854142864_4854142865_0_0')], [('791826085_0', '134193294#0_0', ':cluster_4854142864_4854142865_1_0')], [('791826085_1', '134193294#0_1', ':cluster_4854142864_4854142865_1_1')], [('791826085_2', '134193294#0_2', ':cluster_4854142864_4854142865_1_2')], [('791826085_2', '134193294#0_3', ':cluster_4854142864_4854142865_1_3')], [('791826085_2', '1328664748#0_1', ':cluster_4854142864_4854142865_5_0')], [('791826085_2', '1328664748#0_2', ':cluster_4854142864_4854142865_5_1')], [('1328664744#0_0', '485211947#0_0', ':cluster_4854142864_4854142865_7_0')], [('1328664744#0_1', '485211947#0_1', ':cluster_4854142864_4854142865_7_1')], [('1328664744#0_2', '485211947#0_2', ':cluster_4854142864_4854142865_7_2')], [('1328664744#0_2', '134193294#0_3', ':cluster_4854142864_4854142865_10_0')], [('1328664744#0_2', '1328664748#0_2', ':cluster_4854142864_4854142865_11_0')], [('133126030#0_0', '134193294#0_0', ':cluster_4854142864_4854142865_12_0')], [('133126030#0_0', '1328664748#0_0', ':cluster_4854142864_4854142865_13_0')], [('133126030#0_1', '1328664748#0_1', ':cluster_4854142864_4854142865_13_1')], [('133126030#0_2', '1328664748#0_2', ':cluster_4854142864_4854142865_13_2')]]"
GS_cluster_4854142864_4854142865,1,rrrrrrryyyyyyyyy,4.0,4.0,4.0,791826085_0 791826085_0 791826085_1 791826085_2 791826085_2 791826085_2 791826085_2 1328664744#0_0 1328664744#0_1 1328664744#0_2 1328664744#0_2 1328664744#0_2 133126030#0_0 133126030#0_0 133126030#0_1 133126030#0_2,"[[('791826085_0', '485211947#0_0', ':cluster_4854142864_4854142865_0_0')], [('791826085_0', '134193294#0_0', ':cluster_4854142864_4854142865_1_0')], [('791826085_1', '134193294#0_1', ':cluster_4854142864_4854142865_1_1')], [('791826085_2', '134193294#0_2', ':cluster_4854142864_4854142865_1_2')], [('791826085_2', '134193294#0_3', ':cluster_4854142864_4854142865_1_3')], [('791826085_2', '1328664748#0_1', ':cluster_4854142864_4854142865_5_0')], [('791826085_2', '1328664748#0_2', ':cluster_4854142864_4854142865_5_1')], [('1328664744#0_0', '485211947#0_0', ':cluster_4854142864_4854142865_7_0')], [('1328664744#0_1', '485211947#0_1', ':cluster_4854142864_4854142865_7_1')], [('1328664744#0_2', '485211947#0_2', ':cluster_4854142864_4854142865_7_2')], [('1328664744#0_2', '134193294#0_3', ':cluster_4854142864_4854142865_10_0')], [('1328664744#0_2', '1328664748#0_2', ':cluster_4854142864_4854142865_11_0')], [('133126030#0_0', '134193294#0_0', ':cluster_4854142864_4854142865_12_0')], [('133126030#0_0', '1328664748#0_0', ':cluster_4854142864_4854142865_13_0')], [('133126030#0_1', '1328664748#0_1', ':cluster_4854142864_4854142865_13_1')], [('133126030#0_2', '1328664748#0_2', ':cluster_4854142864_4854142865_13_2')]]"
GS_cluster_4854142864_4854142865,2,GGGGGGGrrrrrrrrr,41.0,7.0,50.0,791826085_0 791826085_0 791826085_1 791826085_2 791826085_2 791826085_2 791826085_2 1328664744#0_0 1328664744#0_1 1328664744#0_2 1328664744#0_2 1328664744#0_2 133126030#0_0 133126030#0_0 133126030#0_1 133126030#0_2,"[[('791826085_0', '485211947#0_0', ':cluster_4854142864_4854142865_0_0')], [('791826085_0', '134193294#0_0', ':cluster_4854142864_4854142865_1_0')], [('791826085_1', '134193294#0_1', ':cluster_4854142864_4854142865_1_1')], [('791826085_2', '134193294#0_2', ':cluster_4854142864_4854142865_1_2')], [('791826085_2', '134193294#0_3', ':cluster_4854142864_4854142865_1_3')], [('791826085_2', '1328664748#0_1', ':cluster_4854142864_4854142865_5_0')], [('791826085_2', '1328664748#0_2', ':cluster_4854142864_4854142865_5_1')], [('1328664744#0_0', '485211947#0_0', ':cluster_4854142864_4854142865_7_0')], [('1328664744#0_1', '485211947#0_1', ':cluster_4854142864_4854142865_7_1')], [('1328664744#0_2', '485211947#0_2', ':cluster_4854142864_4854142865_7_2')], [('1328664744#0_2', '134193294#0_3', ':cluster_4854142864_4854142865_10_0')], [('1328664744#0_2', '1328664748#0_2', ':cluster_4854142864_4854142865_11_0')], [('133126030#0_0', '134193294#0_0', ':cluster_4854142864_4854142865_12_0')], [('133126030#0_0', '1328664748#0_0', ':cluster_4854142864_4854142865_13_0')], [('133126030#0_1', '1328664748#0_1', ':cluster_4854142864_4854142865_13_1')], [('133126030#0_2', '1328664748#0_2', ':cluster_4854142864_4854142865_13_2')]]"
GS_cluster_4854142864_4854142865,3,yyyyyyyrrrrrrrrr,4.0,4.0,4.0,791826085_0 791826085_0 791826085_1 791826085_2 791826085_2 791826085_2 791826085_2 1328664744#0_0 1328664744#0_1 1328664744#0_2 1328664744#0_2 1328664744#0_2 133126030#0_0 133126030#0_0 133126030#0_1 133126030#0_2,"[[('791826085_0', '485211947#0_0', ':cluster_4854142864_4854142865_0_0')], [('791826085_0', '134193294#0_0', ':cluster_4854142864_4854142865_1_0')], [('791826085_1', '134193294#0_1', ':cluster_4854142864_4854142865_1_1')], [('791826085_2', '134193294#0_2', ':cluster_4854142864_4854142865_1_2')], [('791826085_2', '134193294#0_3', ':cluster_4854142864_4854142865_1_3')], [('791826085_2', '1328664748#0_1', ':cluster_4854142864_4854142865_5_0')], [('791826085_2', '1328664748#0_2', ':cluster_4854142864_4854142865_5_1')], [('1328664744#0_0', '485211947#0_0', ':cluster_4854142864_4854142865_7_0')], [('1328664744#0_1', '485211947#0_1', ':cluster_4854142864_4854142865_7_1')], [('1328664744#0_2', '485211947#0_2', ':cluster_4854142864_4854142865_7_2')], [('1328664744#0_2', '134193294#0_3', ':cluster_4854142864_4854142865_10_0')], [('1328664744#0_2', '1328664748#0_2', ':cluster_4854142864_4854142865_11_0')], [('133126030#0_0', '134193294#0_0', ':cluster_4854142864_4854142865_12_0')], [('133126030#0_0', '1328664748#0_0', ':cluster_4854142864_4854142865_13_0')], [('133126030#0_1', '1328664748#0_1', ':cluster_4854142864_4854142865_13_1')], [('133126030#0_2', '1328664748#0_2', ':cluster_4854142864_4854142865_13_2')]]"
cluster_1141265322_11869698130_256036890_4227138136_#4more,0,GGGGgGGggrrrr,36.0,7.0,50.0,1358898115#3_0 1358898115#3_0 1358898115#3_1 1358898115#3_1 1358898115#3_1 1253222187#0_0 1253222187#0_1 1253222187#0_2 1253222187#0_2 809719540#0_0 809719540#0_1 809719540#0_2 809719540#0_2,"[[('1358898115#3_0', '809937921_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_0_0')], [('1358898115#3_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_0')], [('1358898115#3_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_1')], [('1358898115#3_1', '-809772643#1_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_2')], [('1358898115#3_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_4_0')], [('1253222187#0_0', '809937918#0_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_0')], [('1253222187#0_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_1')], [('1253222187#0_2', '809937921_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_0')], [('1253222187#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_1')], [('809719540#0_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_0')], [('809719540#0_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_1')], [('809719540#0_2', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_11_0')], [('809719540#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_12_0')]]"
cluster_1141265322_11869698130_256036890_4227138136_#4more,1,yyyyyGGggrrrr,4.0,4.0,4.0,1358898115#3_0 1358898115#3_0 1358898115#3_1 1358898115#3_1 1358898115#3_1 1253222187#0_0 1253222187#0_1 1253222187#0_2 1253222187#0_2 809719540#0_0 809719540#0_1 809719540#0_2 809719540#0_2,"[[('1358898115#3_0', '809937921_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_0_0')], [('1358898115#3_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_0')], [('1358898115#3_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_1')], [('1358898115#3_1', '-809772643#1_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_1_2')], [('1358898115#3_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_4_0')], [('1253222187#0_0', '809937918#0_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_0')], [('1253222187#0_1', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_5_1')], [('1253222187#0_2', '809937921_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_0')], [('1253222187#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_7_1')], [('809719540#0_0', '-809772643#1_0', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_0')], [('809719540#0_1', '-809772643#1_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_9_1')], [('809719540#0_2', '809937918#0_1', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_11_0')], [('809719540#0_2', '809937921_2', ':cluster_1141265322_11869698130_256036890_4227138136_#4more_12_0')]]"
